Title,ID,Rating,Release Year,Duration,BoxOfficeMojo_Link
92. Star Wars: Episode II - Attack of the Clones,tt0121765,6.6,1h 48m,2h 22m,https://www.boxofficemojo.com/title/tt0121765/
93. Batman v Superman: Dawn of Justice,tt2975590,6.5,R,2h 31m,https://www.boxofficemojo.com/title/tt2975590/
94. John Wick,tt2911666,7.4,2014,1h 41m,https://www.boxofficemojo.com/title/tt2911666/
95. X-Men: Days of Future Past,tt1877832,7.9,2h 29m,2h 12m,https://www.boxofficemojo.com/title/tt1877832/
96. Dunkirk,tt5013056,7.8,R,1h 46m,https://www.boxofficemojo.com/title/tt5013056/
97. Edge of Tomorrow,tt1631867,7.9,2007,1h 53m,https://www.boxofficemojo.com/title/tt1631867/
98. Shrek,tt0126029,7.9,2h 2m,1h 30m,https://www.boxofficemojo.com/title/tt0126029/
99. 12 Years a Slave,tt2024544,8.1,R,2h 14m,https://www.boxofficemojo.com/title/tt2024544/
100. Silver Linings Playbook,tt1045658,7.7,2014,2h 2m,https://www.boxofficemojo.com/title/tt1045658/
101. Top Gun: Maverick,tt1745960,8.2,1h 46m,2h 10m,https://www.boxofficemojo.com/title/tt1745960/
102. Skyfall,tt1074638,7.8,R,2h 23m,https://www.boxofficemojo.com/title/tt1074638/
103. Spider-Man: Homecoming,tt2250912,7.4,2012,2h 13m,https://www.boxofficemojo.com/title/tt2250912/
104. World War Z,tt0816711,7.0,2h 22m,1h 56m,https://www.boxofficemojo.com/title/tt0816711/
105. Thor: The Dark World,tt1981115,6.7,PG-13,1h 52m,https://www.boxofficemojo.com/title/tt1981115/
106. Get Out,tt5052448,7.8,2019,1h 44m,https://www.boxofficemojo.com/title/tt5052448/
107. X-Men: First Class,tt1270798,7.7,2h 12m,2h 11m,https://www.boxofficemojo.com/title/tt1270798/
108. Ant-Man,tt0478970,7.2,R,1h 57m,https://www.boxofficemojo.com/title/tt0478970/
109. Kingsman: The Secret Service,tt2802144,7.7,2001,2h 9m,https://www.boxofficemojo.com/title/tt2802144/
110. The Hunger Games: Catching Fire,tt1951264,7.5,1h 32m,2h 26m,https://www.boxofficemojo.com/title/tt1951264/
111. Million Dollar Baby,tt0405159,8.1,G,2h 12m,https://www.boxofficemojo.com/title/tt0405159/
112. Suicide Squad,tt1386697,5.9,2001,2h 3m,https://www.boxofficemojo.com/title/tt1386697/
113. Spider-Man 2,tt0316654,7.5,2h 15m,2h 7m,https://www.boxofficemojo.com/title/tt0316654/
114. District 9,tt1136608,7.9,PG-13,1h 52m,https://www.boxofficemojo.com/title/tt1136608/
115. Now You See Me,tt1670345,7.2,2015,1h 55m,https://www.boxofficemojo.com/title/tt1670345/
116. Drive,tt0780504,7.8,2h 18m,1h 40m,https://www.boxofficemojo.com/title/tt0780504/
117. The Hobbit: The Desolation of Smaug,tt1170358,7.8,PG-13,2h 41m,https://www.boxofficemojo.com/title/tt1170358/
118. The Amazing Spider-Man,tt0948470,6.9,2011,2h 16m,https://www.boxofficemojo.com/title/tt0948470/
119. Pan's Labyrinth,tt0457430,8.2,2h 10m,1h 58m,https://www.boxofficemojo.com/title/tt0457430/
120. The King's Speech,tt1504320,8.0,PG-13,1h 58m,https://www.boxofficemojo.com/title/tt1504320/
121. Harry Potter and the Chamber of Secrets,tt0295297,7.4,2011,2h 41m,https://www.boxofficemojo.com/title/tt0295297/
122. Harry Potter and the Prisoner of Azkaban,tt0304141,7.9,1h 52m,2h 22m,https://www.boxofficemojo.com/title/tt0304141/
123. Wonder Woman,tt0451279,7.3,R,2h 21m,https://www.boxofficemojo.com/title/tt0451279/
124. The Curious Case of Benjamin Button,tt0421715,7.8,2015,2h 46m,https://www.boxofficemojo.com/title/tt0421715/
125. Pirates of the Caribbean: At World's End,tt0449088,7.1,2h 24m,2h 49m,https://www.boxofficemojo.com/title/tt0449088/
126. Casino Royale,tt0381061,8.0,PG-13,2h 24m,https://www.boxofficemojo.com/title/tt0381061/
127. 1917,tt8579674,8.2,2002,1h 59m,https://www.boxofficemojo.com/title/tt8579674/
128. Spider-Man: Into the Spider-Verse,tt4633694,8.4,2h 30m,1h 57m,https://www.boxofficemojo.com/title/tt4633694/
129. Rogue One: A Star Wars Story,tt3748528,7.8,R,2h 13m,https://www.boxofficemojo.com/title/tt3748528/
130. Harry Potter and the Goblet of Fire,tt0330373,7.7,2015,2h 37m,https://www.boxofficemojo.com/title/tt0330373/
131. La La Land,tt3783958,8.0,2h 21m,2h 8m,https://www.boxofficemojo.com/title/tt3783958/
132. Deadpool 2,tt5463162,7.6,PG-13,1h 59m,https://www.boxofficemojo.com/title/tt5463162/
133. Blade Runner 2049,tt1856101,8.0,2021,2h 44m,https://www.boxofficemojo.com/title/tt1856101/
134. Jurassic World,tt0369610,6.9,2h 28m,2h 4m,https://www.boxofficemojo.com/title/tt0369610/
135. Her,tt1798709,8.0,PG-13,2h 6m,https://www.boxofficemojo.com/title/tt1798709/
136. Transformers,tt0418279,7.1,2021,2h 24m,https://www.boxofficemojo.com/title/tt0418279/
137. Star Wars: Episode VIII - The Last Jedi,tt2527336,6.9,2h 35m,2h 32m,https://www.boxofficemojo.com/title/tt2527336/
138. Sherlock Holmes,tt0988045,7.6,PG-13,2h 8m,https://www.boxofficemojo.com/title/tt0988045/
139. Frozen,tt2294629,7.4,2011,1h 42m,https://www.boxofficemojo.com/title/tt2294629/
140. The Hateful Eight,tt3460252,7.8,1h 55m,2h 48m,https://www.boxofficemojo.com/title/tt3460252/
141. Life of Pi,tt0454876,7.9,PG-13,2h 7m,https://www.boxofficemojo.com/title/tt0454876/
142. Birdman or (The Unexpected Virtue of Ignorance),tt2562232,7.7,2014,1h 59m,https://www.boxofficemojo.com/title/tt2562232/
143. Ted,tt1637725,6.9,2h 16m,1h 46m,https://www.boxofficemojo.com/title/tt1637725/
144. Into the Wild,tt0758758,8.1,PG-13,2h 28m,https://www.boxofficemojo.com/title/tt0758758/
145. Prometheus,tt1446714,7.0,2013,2h 4m,https://www.boxofficemojo.com/title/tt1446714/
146. The Bourne Ultimatum,tt0440963,8.0,2h 10m,1h 55m,https://www.boxofficemojo.com/title/tt0440963/
147. Oldboy,tt0364569,8.3,PG-13,2h,https://www.boxofficemojo.com/title/tt0364569/
148. There Will Be Blood,tt0469494,8.2,2011,2h 38m,https://www.boxofficemojo.com/title/tt0469494/
149. Spider-Man 3,tt0413300,6.3,2h 4m,2h 19m,https://www.boxofficemojo.com/title/tt0413300/
150. Harry Potter and the Order of the Phoenix,tt0373889,7.5,PG-13,2h 18m,https://www.boxofficemojo.com/title/tt0373889/
151. Superbad,tt0829482,7.6,2010,1h 53m,https://www.boxofficemojo.com/title/tt0829482/
152. Taken,tt0936501,7.7,1h 43m,1h 30m,https://www.boxofficemojo.com/title/tt0936501/
153. Argo,tt1024648,7.7,G,2h,https://www.boxofficemojo.com/title/tt1024648/
154. The Matrix Reloaded,tt0234215,7.2,2014,2h 18m,https://www.boxofficemojo.com/title/tt0234215/
155. The Notebook,tt0332280,7.8,1h 39m,2h 3m,https://www.boxofficemojo.com/title/tt0332280/
156. Zombieland,tt1156398,7.5,R,1h 28m,https://www.boxofficemojo.com/title/tt1156398/
157. Ocean's Eleven,tt0240772,7.7,2002,1h 56m,https://www.boxofficemojo.com/title/tt0240772/
158. Baby Driver,tt3890160,7.5,2h 1m,1h 53m,https://www.boxofficemojo.com/title/tt3890160/
159. It,tt1396484,7.3,PG-13,2h 15m,https://www.boxofficemojo.com/title/tt1396484/
160. Coco,tt2380307,8.4,2015,1h 45m,https://www.boxofficemojo.com/title/tt2380307/
161. Captain Marvel,tt4154664,6.8,2h 36m,2h 3m,https://www.boxofficemojo.com/title/tt4154664/
162. Star Trek,tt0796366,7.9,R,2h 7m,https://www.boxofficemojo.com/title/tt0796366/
163. Don't Look Up,tt11286314,7.2,2012,2h 18m,https://www.boxofficemojo.com/title/tt11286314/
164. Nightcrawler,tt2872718,7.8,2h 49m,1h 57m,https://www.boxofficemojo.com/title/tt2872718/
165. Limitless,tt1219289,7.4,PG-13,1h 45m,https://www.boxofficemojo.com/title/tt1219289/
166. Zodiac,tt0443706,7.7,2010,2h 37m,https://www.boxofficemojo.com/title/tt0443706/
167. Hacksaw Ridge,tt2119532,8.1,2h 4m,2h 19m,https://www.boxofficemojo.com/title/tt2119532/
168. Harry Potter and the Deathly Hallows: Part 1,tt0926084,7.7,PG-13,2h 26m,https://www.boxofficemojo.com/title/tt0926084/
169. A Quiet Place,tt6644200,7.5,2008,1h 30m,https://www.boxofficemojo.com/title/tt6644200/
170. Tenet,tt6723592,7.3,2h,2h 30m,https://www.boxofficemojo.com/title/tt6723592/
171. Harry Potter and the Half-Blood Prince,tt0417741,7.6,R,2h 33m,https://www.boxofficemojo.com/title/tt0417741/
172. 21 Jump Street,tt1232829,7.2,2001,1h 49m,https://www.boxofficemojo.com/title/tt1232829/
173. Looper,tt1276104,7.4,2h 4m,1h 59m,https://www.boxofficemojo.com/title/tt1276104/
174. The Great Gatsby,tt1343092,7.2,PG,2h 23m,https://www.boxofficemojo.com/title/tt1343092/
175. Bohemian Rhapsody,tt1727824,7.9,2001,2h 14m,https://www.boxofficemojo.com/title/tt1727824/
176. Shaun of the Dead,tt0365748,7.9,2h 32m,1h 39m,https://www.boxofficemojo.com/title/tt0365748/
177. Green Book,tt6966692,8.2,PG,2h 10m,https://www.boxofficemojo.com/title/tt6966692/
178. Ex Machina,tt0470752,7.7,2019,1h 48m,https://www.boxofficemojo.com/title/tt0470752/
179. Kick-Ass,tt1250777,7.6,2h 41m,1h 57m,https://www.boxofficemojo.com/title/tt1250777/
180. Despicable Me,tt1323594,7.6,R,1h 35m,https://www.boxofficemojo.com/title/tt1323594/
181. Blood Diamond,tt0450259,8.0,2006,2h 23m,https://www.boxofficemojo.com/title/tt0450259/
182. Minority Report,tt0181689,7.6,1h 57m,2h 25m,https://www.boxofficemojo.com/title/tt0181689/
183. Watchmen,tt0409459,7.6,R,2h 42m,https://www.boxofficemojo.com/title/tt0409459/
184. X2: X-Men United,tt0290334,7.4,2013,2h 14m,https://www.boxofficemojo.com/title/tt0290334/
"185. I, Robot",tt0343818,7.1,1h 31m,1h 55m,https://www.boxofficemojo.com/title/tt0343818/
186. The Hobbit: The Battle of the Five Armies,tt2310332,7.4,PG-13,2h 24m,https://www.boxofficemojo.com/title/tt2310332/
187. The Bourne Identity,tt0258463,7.8,2016,1h 59m,https://www.boxofficemojo.com/title/tt0258463/
188. Rise of the Planet of the Apes,tt1318514,7.6,2h 27m,1h 45m,https://www.boxofficemojo.com/title/tt1318514/
189. Troy,tt0332452,7.3,PG-13,2h 43m,https://www.boxofficemojo.com/title/tt0332452/
"190. Crazy, Stupid, Love.",tt1570728,7.4,2017,1h 58m,https://www.boxofficemojo.com/title/tt1570728/
191. Spider-Man: Far from Home,tt6320628,7.4,2h 17m,2h 9m,https://www.boxofficemojo.com/title/tt6320628/
192. Barbie,tt1517268,6.8,R,1h 54m,https://www.boxofficemojo.com/title/tt1517268/
193. The Pursuit of Happyness,tt0454921,8.0,2009,1h 57m,https://www.boxofficemojo.com/title/tt0454921/
194. 500 Days of Summer,tt1022603,7.7,1h 40m,1h 35m,https://www.boxofficemojo.com/title/tt1022603/
195. Split,tt4972582,7.3,R,1h 57m,https://www.boxofficemojo.com/title/tt4972582/
196. Pirates of the Caribbean: On Stranger Tides,tt1298650,6.6,2001,2h 16m,https://www.boxofficemojo.com/title/tt1298650/
197. The Kashmir Files,tt10811166,8.5,1h 53m,2h 50m,https://www.boxofficemojo.com/title/tt10811166/
198. The Conjuring,tt1457767,7.5,R,1h 52m,https://www.boxofficemojo.com/title/tt1457767/
"199. Three Billboards Outside Ebbing, Missouri",tt5027774,8.1,2005,1h 55m,https://www.boxofficemojo.com/title/tt5027774/
200. Zootopia,tt2948356,8.0,2h 20m,1h 48m,https://www.boxofficemojo.com/title/tt2948356/
201. Fury,tt2713180,7.6,PG-13,2h 14m,https://www.boxofficemojo.com/title/tt2713180/
202. Venom,tt1270797,6.6,2007,1h 52m,https://www.boxofficemojo.com/title/tt1270797/
203. Oblivion,tt1483013,7.0,1h 51m,2h 4m,https://www.boxofficemojo.com/title/tt1483013/
204. Everything Everywhere All at Once,tt6710474,7.8,G,2h 19m,https://www.boxofficemojo.com/title/tt6710474/
205. The Perks of Being a Wallflower,tt1659337,7.9,2018,1h 43m,https://www.boxofficemojo.com/title/tt1659337/
206. Source Code,tt0945513,7.5,2h 14m,1h 33m,https://www.boxofficemojo.com/title/tt0945513/
207. Juno,tt0467406,7.4,PG-13,1h 36m,https://www.boxofficemojo.com/title/tt0467406/
208. Mr. & Mrs. Smith,tt0356910,6.5,2022,2h,https://www.boxofficemojo.com/title/tt0356910/
209. The Matrix Revolutions,tt0242653,6.7,2h 56m,2h 9m,https://www.boxofficemojo.com/title/tt0242653/
210. X-Men: The Last Stand,tt0376994,6.6,PG-13,1h 44m,https://www.boxofficemojo.com/title/tt0376994/
211. The Amazing Spider-Man 2,tt1872181,6.6,2013,2h 22m,https://www.boxofficemojo.com/title/tt1872181/
212. X-Men Origins: Wolverine,tt0458525,6.5,2h 33m,1h 47m,https://www.boxofficemojo.com/title/tt0458525/
213. Lucy,tt2872732,6.4,R,1h 29m,https://www.boxofficemojo.com/title/tt2872732/
214. The Hangover Part II,tt1411697,6.5,2010,1h 42m,https://www.boxofficemojo.com/title/tt1411697/
215. Hot Fuzz,tt0425112,7.8,1h 48m,2h 1m,https://www.boxofficemojo.com/title/tt0425112/
216. Love Actually,tt0314331,7.6,R,2h 15m,https://www.boxofficemojo.com/title/tt0314331/
217. Charlie and the Chocolate Factory,tt0367594,6.7,2015,1h 55m,https://www.boxofficemojo.com/title/tt0367594/
218. American Sniper,tt2179136,7.3,1h 35m,2h 13m,https://www.boxofficemojo.com/title/tt2179136/
219. Children of Men,tt0206634,7.9,PG,1h 49m,https://www.boxofficemojo.com/title/tt0206634/
220. Pacific Rim,tt1663662,6.9,2014,2h 11m,https://www.boxofficemojo.com/title/tt1663662/
221. Kung Fu Panda,tt0441773,7.6,1h 54m,1h 32m,https://www.boxofficemojo.com/title/tt0441773/
222. Mission: Impossible - Ghost Protocol,tt1229238,7.4,PG-13,2h 12m,https://www.boxofficemojo.com/title/tt1229238/
223. The Incredible Hulk,tt0800080,6.6,2017,1h 52m,https://www.boxofficemojo.com/title/tt0800080/
224. Ice Age,tt0268380,7.5,2h 10m,1h 21m,https://www.boxofficemojo.com/title/tt0268380/
225. The Butterfly Effect,tt0289879,7.6,PG-13,1h 53m,https://www.boxofficemojo.com/title/tt0289879/
226. Aquaman,tt1477834,6.8,2007,2h 23m,https://www.boxofficemojo.com/title/tt1477834/
227. Little Miss Sunshine,tt0449059,7.8,1h 41m,1h 41m,https://www.boxofficemojo.com/title/tt0449059/
228. John Wick: Chapter 2,tt4425200,7.4,PG-13,2h 2m,https://www.boxofficemojo.com/title/tt4425200/
229. Dallas Buyers Club,tt0790636,7.9,2004,1h 57m,https://www.boxofficemojo.com/title/tt0790636/
230. Rush,tt1979320,8.1,1h 55m,2h 3m,https://www.boxofficemojo.com/title/tt1979320/
231. The Maze Runner,tt1790864,6.8,PG,1h 53m,https://www.boxofficemojo.com/title/tt1790864/
232. Hancock,tt0448157,6.4,2008,1h 32m,https://www.boxofficemojo.com/title/tt0448157/
233. Shrek 2,tt0298148,7.4,1h 56m,1h 33m,https://www.boxofficemojo.com/title/tt0298148/
234. Avatar: The Way of Water,tt1630029,7.5,R,3h 12m,https://www.boxofficemojo.com/title/tt1630029/
235. Big Hero 6,tt2245084,7.8,2016,1h 42m,https://www.boxofficemojo.com/title/tt2245084/
236. Fantastic Beasts and Where to Find Them,tt3183660,7.2,1h 55m,2h 12m,https://www.boxofficemojo.com/title/tt3183660/
237. The Hunger Games: Mockingjay - Part 1,tt1951265,6.6,PG-13,2h 3m,https://www.boxofficemojo.com/title/tt1951265/
238. Spotlight,tt1895587,8.1,2023,2h 9m,https://www.boxofficemojo.com/title/tt1895587/
239. Tangled,tt0398286,7.7,3h,1h 40m,https://www.boxofficemojo.com/title/tt0398286/
240. Star Wars: Episode IX - The Rise of Skywalker,tt2527338,6.4,R,2h 21m,https://www.boxofficemojo.com/title/tt2527338/
241. Warrior,tt1291584,8.1,2010,2h 20m,https://www.boxofficemojo.com/title/tt1291584/
242. The Terminal,tt0362227,7.4,1h 38m,2h 8m,https://www.boxofficemojo.com/title/tt0362227/
243. The Girl with the Dragon Tattoo,tt1568346,7.8,PG,2h 38m,https://www.boxofficemojo.com/title/tt1568346/
244. The Wolverine,tt1430132,6.7,2004,2h 6m,https://www.boxofficemojo.com/title/tt1430132/
245. American Hustle,tt1800241,7.2,2h 17m,2h 18m,https://www.boxofficemojo.com/title/tt1800241/
246. Ford v Ferrari,tt1950186,8.1,R,2h 32m,https://www.boxofficemojo.com/title/tt1950186/
247. The Help,tt1454029,8.1,2013,2h 26m,https://www.boxofficemojo.com/title/tt1454029/
248. Ready Player One,tt1677720,7.4,2h 23m,2h 20m,https://www.boxofficemojo.com/title/tt1677720/
249. Lost in Translation,tt0335266,7.7,PG-13,1h 42m,https://www.boxofficemojo.com/title/tt0335266/
250. Captain Phillips,tt1535109,7.8,2002,2h 14m,https://www.boxofficemojo.com/title/tt1535109/
251. Star Trek Into Darkness,tt1408101,7.7,2h 10m,2h 12m,https://www.boxofficemojo.com/title/tt1408101/
252. Doctor Strange in the Multiverse of Madness,tt9419884,6.9,R,2h 6m,https://www.boxofficemojo.com/title/tt9419884/
253. The Big Short,tt1596363,7.8,2001,2h 10m,https://www.boxofficemojo.com/title/tt1596363/
254. Divergent,tt1840309,6.6,2h 2m,2h 19m,https://www.boxofficemojo.com/title/tt1840309/
255. We're the Millers,tt1723121,7.0,R,1h 50m,https://www.boxofficemojo.com/title/tt1723121/
256. Indiana Jones and the Kingdom of the Crystal Skull,tt0367882,6.2,2005,2h 2m,https://www.boxofficemojo.com/title/tt0367882/
257. Twilight,tt1099212,5.3,2h 4m,2h 2m,https://www.boxofficemojo.com/title/tt1099212/
258. Mystic River,tt0327056,7.9,R,2h 18m,https://www.boxofficemojo.com/title/tt0327056/
259. The Bourne Supremacy,tt0372183,7.7,2019,1h 48m,https://www.boxofficemojo.com/title/tt0372183/
260. Dawn of the Planet of the Apes,tt2103281,7.6,2h 10m,2h 10m,https://www.boxofficemojo.com/title/tt2103281/
261. Sicario,tt3397884,7.7,PG-13,2h 1m,https://www.boxofficemojo.com/title/tt3397884/
262. The Theory of Everything,tt2980516,7.7,2016,2h 3m,https://www.boxofficemojo.com/title/tt2980516/
263. The Day After Tomorrow,tt0319262,6.5,1h 56m,2h 4m,https://www.boxofficemojo.com/title/tt0319262/
264. Cars,tt0317219,7.3,PG-13,1h 56m,https://www.boxofficemojo.com/title/tt0317219/
265. Sherlock Holmes: A Game of Shadows,tt1515091,7.4,2006,2h 9m,https://www.boxofficemojo.com/title/tt1515091/
266. The Devil Wears Prada,tt0458352,6.9,2h 31m,1h 49m,https://www.boxofficemojo.com/title/tt0458352/
267. Training Day,tt0139654,7.8,PG-13,2h 2m,https://www.boxofficemojo.com/title/tt0139654/
268. Justice League,tt0974015,6.0,2017,2h,https://www.boxofficemojo.com/title/tt0974015/
269. War of the Worlds,tt0407304,6.5,2h 16m,1h 57m,https://www.boxofficemojo.com/title/tt0407304/
270. Gangs of New York,tt0217505,7.5,PG-13,2h 47m,https://www.boxofficemojo.com/title/tt0217505/
271. Saw,tt0387564,7.6,2010,1h 43m,https://www.boxofficemojo.com/title/tt0387564/
272. The Last Samurai,tt0325710,7.8,2h,2h 34m,https://www.boxofficemojo.com/title/tt0325710/
273. The Hurt Locker,tt0887912,7.5,PG-13,2h 11m,https://www.boxofficemojo.com/title/tt0887912/
274. Quantum of Solace,tt0830515,6.5,2002,1h 46m,https://www.boxofficemojo.com/title/tt0830515/
275. The 40-Year-Old Virgin,tt0405422,7.1,2h 22m,1h 56m,https://www.boxofficemojo.com/title/tt0405422/
276. Elysium,tt1535108,6.6,PG,1h 49m,https://www.boxofficemojo.com/title/tt1535108/
277. Moneyball,tt1210166,7.6,2016,2h 13m,https://www.boxofficemojo.com/title/tt1210166/
278. Horrible Bosses,tt1499658,6.9,2h 31m,1h 38m,https://www.boxofficemojo.com/title/tt1499658/
279. Scott Pilgrim vs. the World,tt0446029,7.6,R,1h 52m,https://www.boxofficemojo.com/title/tt0446029/
280. Spectre,tt2379713,6.8,2014,2h 28m,https://www.boxofficemojo.com/title/tt2379713/
281. X-Men: Apocalypse,tt3385516,6.8,1h 41m,2h 24m,https://www.boxofficemojo.com/title/tt3385516/
282. In Bruges,tt0780536,7.9,R,1h 47m,https://www.boxofficemojo.com/title/tt0780536/
283. Wreck-It Ralph,tt1772341,7.7,2014,1h 41m,https://www.boxofficemojo.com/title/tt1772341/
284. Bullet Train,tt12593682,7.3,2h 12m,2h 7m,https://www.boxofficemojo.com/title/tt12593682/
285. Howl's Moving Castle,tt0347149,8.2,PG-13,1h 59m,https://www.boxofficemojo.com/title/tt0347149/
286. The Da Vinci Code,tt0382625,6.6,2017,2h 29m,https://www.boxofficemojo.com/title/tt0382625/
287. Jumanji: Welcome to the Jungle,tt2283362,7.0,1h 46m,1h 59m,https://www.boxofficemojo.com/title/tt2283362/
288. Big Fish,tt0319061,8.0,PG-13,2h 5m,https://www.boxofficemojo.com/title/tt0319061/
289. American Gangster,tt0765429,7.8,2014,2h 37m,https://www.boxofficemojo.com/title/tt0765429/
290. Passengers,tt1355644,7.0,1h 53m,1h 56m,https://www.boxofficemojo.com/title/tt1355644/
291. The Cabin in the Woods,tt1259521,7.0,PG-13,1h 35m,https://www.boxofficemojo.com/title/tt1259521/
292. Ant-Man and the Wasp,tt5095030,7.0,2001,1h 58m,https://www.boxofficemojo.com/title/tt5095030/
293. Glass Onion,tt11564570,7.1,1h 30m,2h 19m,https://www.boxofficemojo.com/title/tt11564570/
294. Room,tt3170832,8.1,PG,1h 58m,https://www.boxofficemojo.com/title/tt3170832/
295. 28 Days Later,tt0289043,7.5,2013,1h 53m,https://www.boxofficemojo.com/title/tt0289043/
296. Tropic Thunder,tt0942385,7.1,2h 14m,1h 47m,https://www.boxofficemojo.com/title/tt0942385/
297. In Time,tt1637688,6.7,R,1h 49m,https://www.boxofficemojo.com/title/tt1637688/
298. No Time to Die,tt2382320,7.3,2012,2h 43m,https://www.boxofficemojo.com/title/tt2382320/
299. Midnight in Paris,tt1605783,7.6,2h 2m,1h 34m,https://www.boxofficemojo.com/title/tt1605783/
300. Jojo Rabbit,tt2584384,7.9,R,1h 48m,https://www.boxofficemojo.com/title/tt2584384/
301. The Shape of Water,tt5580390,7.3,2022,2h 3m,https://www.boxofficemojo.com/title/tt5580390/
302. King Kong,tt0360717,7.2,2h 10m,3h 7m,https://www.boxofficemojo.com/title/tt0360717/
303. Brave,tt1217209,7.1,PG-13,1h 33m,https://www.boxofficemojo.com/title/tt1217209/
304. Borat,tt0443453,7.4,2012,1h 24m,https://www.boxofficemojo.com/title/tt0443453/
305. Crash,tt0375679,7.7,2h 23m,1h 52m,https://www.boxofficemojo.com/title/tt0375679/
306. Mean Girls,tt0377092,7.1,PG-13,1h 37m,https://www.boxofficemojo.com/title/tt0377092/
307. Shang-Chi and the Legend of the Ten Rings,tt9376612,7.4,2017,2h 12m,https://www.boxofficemojo.com/title/tt9376612/
308. Madagascar,tt0351283,6.9,2h 13m,1h 26m,https://www.boxofficemojo.com/title/tt0351283/
309. Godzilla,tt0831387,6.4,PG-13,2h 3m,https://www.boxofficemojo.com/title/tt0831387/
310. Alice in Wonderland,tt1014759,6.4,2013,1h 48m,https://www.boxofficemojo.com/title/tt1014759/
311. Zack Snyder's Justice League,tt12361974,7.9,1h 56m,4h 2m,https://www.boxofficemojo.com/title/tt12361974/
312. Free Guy,tt6264654,7.1,PG-13,1h 55m,https://www.boxofficemojo.com/title/tt6264654/
313. 3 Idiots,tt1187043,8.4,2013,2h 50m,https://www.boxofficemojo.com/title/tt1187043/
314. Bruce Almighty,tt0315327,6.8,1h 52m,1h 41m,https://www.boxofficemojo.com/title/tt0315327/
315. The Irishman,tt1302006,7.8,PG-13,3h 29m,https://www.boxofficemojo.com/title/tt1302006/
316. Collateral,tt0369339,7.5,2017,2h,https://www.boxofficemojo.com/title/tt0369339/
317. John Wick: Chapter 3 - Parabellum,tt6146586,7.4,1h 44m,2h 10m,https://www.boxofficemojo.com/title/tt6146586/
318. Black Widow,tt3480822,6.6,R,2h 14m,https://www.boxofficemojo.com/title/tt3480822/
319. This Is the End,tt1245492,6.6,2011,1h 47m,https://www.boxofficemojo.com/title/tt1245492/
320. Transformers: Dark of the Moon,tt1399103,6.2,2h 11m,2h 34m,https://www.boxofficemojo.com/title/tt1399103/
"321. The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",tt0363771,6.9,PG-13,2h 23m,https://www.boxofficemojo.com/title/tt0363771/
322. Despicable Me 2,tt1690953,7.3,2015,1h 38m,https://www.boxofficemojo.com/title/tt1690953/
323. Transformers: Revenge of the Fallen,tt1055369,6.0,1h 57m,2h 29m,https://www.boxofficemojo.com/title/tt1055369/
324. The Equalizer,tt0455944,7.2,PG-13,2h 12m,https://www.boxofficemojo.com/title/tt0455944/
325. Black Hawk Down,tt0265086,7.7,2014,2h 24m,https://www.boxofficemojo.com/title/tt0265086/
326. Midsommar,tt8772262,7.1,2h 9m,2h 28m,https://www.boxofficemojo.com/title/tt8772262/
327. The Fast and the Furious,tt0232500,6.8,R,1h 46m,https://www.boxofficemojo.com/title/tt0232500/
328. A Star Is Born,tt1517451,7.6,2013,2h 16m,https://www.boxofficemojo.com/title/tt1517451/
329. Cloverfield,tt1060277,7.0,2h 26m,1h 25m,https://www.boxofficemojo.com/title/tt1060277/
330. The Menu,tt9764362,7.2,PG-13,1h 47m,https://www.boxofficemojo.com/title/tt9764362/
331. Easy A,tt1282140,7.0,2004,1h 32m,https://www.boxofficemojo.com/title/tt1282140/
332. Live Free or Die Hard,tt0337978,7.1,2h 12m,2h 8m,https://www.boxofficemojo.com/title/tt0337978/
333. The Town,tt0840361,7.5,PG-13,2h 5m,https://www.boxofficemojo.com/title/tt0840361/
334. Terminator 3: Rise of the Machines,tt0181852,6.3,2016,1h 49m,https://www.boxofficemojo.com/title/tt0181852/
335. The Suicide Squad,tt6334354,7.2,2h 3m,2h 12m,https://www.boxofficemojo.com/title/tt6334354/
336. Spider-Man: Across the Spider-Verse,tt9362722,8.6,PG-13,2h 20m,https://www.boxofficemojo.com/title/tt9362722/
337. The Machinist,tt0361862,7.6,2004,1h 41m,https://www.boxofficemojo.com/title/tt0361862/
338. Fast & Furious 6,tt1905041,7.0,2h 7m,2h 10m,https://www.boxofficemojo.com/title/tt1905041/
339. Furious 7,tt2820852,7.1,PG-13,2h 17m,https://www.boxofficemojo.com/title/tt2820852/
340. Ocean's Twelve,tt0349903,6.5,2009,2h 5m,https://www.boxofficemojo.com/title/tt0349903/
341. The Gentlemen,tt8367814,7.8,1h 52m,1h 53m,https://www.boxofficemojo.com/title/tt8367814/
342. The Lives of Others,tt0405094,8.4,R,2h 17m,https://www.boxofficemojo.com/title/tt0405094/
343. Thor: Love and Thunder,tt10648342,6.2,2013,1h 58m,https://www.boxofficemojo.com/title/tt10648342/
344. Mission: Impossible - Rogue Nation,tt2381249,7.4,1h 55m,2h 11m,https://www.boxofficemojo.com/title/tt2381249/
345. 22 Jump Street,tt2294449,7.0,PG-13,1h 52m,https://www.boxofficemojo.com/title/tt2294449/
346. Wanted,tt0493464,6.7,2011,1h 50m,https://www.boxofficemojo.com/title/tt0493464/
347. Fast Five,tt1596343,7.3,1h 40m,2h 10m,https://www.boxofficemojo.com/title/tt1596343/
