Title,ID,Rating,Release Year,Duration,BoxOfficeMojo_Link
3003. Fever Pitch,tt0332047,6.2,2008,1h 44m,https://www.boxofficemojo.com/title/tt0332047/
3004. To All the Boys: P.S. I Still Love You,tt9354842,6.1,2h 8m,1h 41m,https://www.boxofficemojo.com/title/tt9354842/
3005. Che: Part One,tt0892255,7.1,R,2h 14m,https://www.boxofficemojo.com/title/tt0892255/
3006. Seeking Justice,tt1214962,6.1,2007,1h 45m,https://www.boxofficemojo.com/title/tt1214962/
3007. Sardar Udham,tt10280296,8.3,1h 34m,2h 44m,https://www.boxofficemojo.com/title/tt10280296/
3008. A Wrinkle in Time,tt1620680,4.3,R,1h 49m,https://www.boxofficemojo.com/title/tt1620680/
3009. Candy,tt0424880,7.2,2008,1h 48m,https://www.boxofficemojo.com/title/tt0424880/
3010. Million Dollar Arm,tt1647668,7.0,1h 44m,2h 4m,https://www.boxofficemojo.com/title/tt1647668/
3011. Tolkien,tt3361792,6.8,PG-13,1h 52m,https://www.boxofficemojo.com/title/tt3361792/
3012. Chip 'n Dale: Rescue Rangers,tt3513500,6.9,2014,1h 37m,https://www.boxofficemojo.com/title/tt3513500/
3013. Countdown,tt10039344,5.4,2h 12m,1h 30m,https://www.boxofficemojo.com/title/tt10039344/
3014. A Hologram for the King,tt2980210,6.1,PG-13,1h 38m,https://www.boxofficemojo.com/title/tt2980210/
3015. Mr. Magorium's Wonder Emporium,tt0457419,6.2,2004,1h 33m,https://www.boxofficemojo.com/title/tt0457419/
3016. Dr. Dolittle 2,tt0240462,4.7,1h 38m,1h 27m,https://www.boxofficemojo.com/title/tt0240462/
3017. The Return,tt0376968,7.9,R,1h 50m,https://www.boxofficemojo.com/title/tt0376968/
3018. Devdas,tt0238936,7.5,2014,3h 5m,https://www.boxofficemojo.com/title/tt0238936/
3019. Better Watch Out,tt4443658,6.5,1h 39m,1h 29m,https://www.boxofficemojo.com/title/tt4443658/
3020. Endless Love,tt2318092,6.2,R,1h 44m,https://www.boxofficemojo.com/title/tt2318092/
3021. Honey,tt0322589,5.3,2013,1h 34m,https://www.boxofficemojo.com/title/tt0322589/
3022. The Good Girl,tt0279113,6.4,1h 59m,1h 33m,https://www.boxofficemojo.com/title/tt0279113/
3023. Summer of 84,tt5774450,6.7,R,1h 45m,https://www.boxofficemojo.com/title/tt5774450/
3024. Udaan,tt1639426,8.1,2006,2h 14m,https://www.boxofficemojo.com/title/tt1639426/
3025. Cinderella,tt10155932,4.4,1h 45m,1h 52m,https://www.boxofficemojo.com/title/tt10155932/
3026. The Witches,tt0805647,5.4,PG-13,1h 46m,https://www.boxofficemojo.com/title/tt0805647/
3027. Ra.One,tt1562871,4.9,2015,2h 36m,https://www.boxofficemojo.com/title/tt1562871/
3028. Baby Mama,tt0871426,6.0,1h 40m,1h 39m,https://www.boxofficemojo.com/title/tt0871426/
3029. Liger,tt4435072,2.6,PG-13,2h 20m,https://www.boxofficemojo.com/title/tt4435072/
3030. Suburbicon,tt0491175,5.8,2021,1h 45m,https://www.boxofficemojo.com/title/tt0491175/
3031. The Boogeyman,tt3427252,5.9,1h 49m,1h 38m,https://www.boxofficemojo.com/title/tt3427252/
3032. MacGruber,tt1470023,5.6,TV-MA,1h 30m,https://www.boxofficemojo.com/title/tt1470023/
3033. The House,tt4481514,5.6,2007,1h 28m,https://www.boxofficemojo.com/title/tt4481514/
3034. You Will Meet a Tall Dark Stranger,tt1182350,6.3,1h 33m,1h 38m,https://www.boxofficemojo.com/title/tt1182350/
3035. The Spy Next Door,tt1273678,5.5,PG-13,1h 34m,https://www.boxofficemojo.com/title/tt1273678/
3036. The Colony,tt1160996,5.3,2009,1h 35m,https://www.boxofficemojo.com/title/tt1160996/
3037. Sleep Tight,tt1437358,7.2,1h 34m,1h 42m,https://www.boxofficemojo.com/title/tt1437358/
3038. Rebecca,tt2235695,6.0,PG,2h 3m,https://www.boxofficemojo.com/title/tt2235695/
3039. The Zookeeper's Wife,tt1730768,7.0,2023,2h 7m,https://www.boxofficemojo.com/title/tt1730768/
3040. American Honey,tt3721936,7.0,2h 3m,2h 43m,https://www.boxofficemojo.com/title/tt3721936/
3041. Ben-Hur,tt2638144,5.7,R,2h 3m,https://www.boxofficemojo.com/title/tt2638144/
3042. Strange World,tt10298840,5.7,2001,1h 42m,https://www.boxofficemojo.com/title/tt10298840/
3043. The Counterfeiters,tt0813547,7.5,1h 23m,1h 39m,https://www.boxofficemojo.com/title/tt0813547/
3044. Teeth,tt0780622,5.4,R,1h 34m,https://www.boxofficemojo.com/title/tt0780622/
3045. Charlotte's Web,tt0413895,6.3,2008,1h 37m,https://www.boxofficemojo.com/title/tt0413895/
3046. Alone in the Dark,tt0369226,2.4,1h 44m,1h 36m,https://www.boxofficemojo.com/title/tt0369226/
3047. The Hidden Face,tt1772250,7.3,PG-13,1h 37m,https://www.boxofficemojo.com/title/tt1772250/
3048. Somewhere,tt1421051,6.3,2016,1h 37m,https://www.boxofficemojo.com/title/tt1421051/
3049. Maggie,tt1881002,5.6,2h 13m,1h 35m,https://www.boxofficemojo.com/title/tt1881002/
3050. The Inbetweeners 2,tt3097204,6.4,PG-13,1h 36m,https://www.boxofficemojo.com/title/tt3097204/
3051. Thoroughbreds,tt5649108,6.6,2022,1h 32m,https://www.boxofficemojo.com/title/tt5649108/
3052. Cradle 2 the Grave,tt0306685,5.8,2h 22m,1h 41m,https://www.boxofficemojo.com/title/tt0306685/
3053. The Smurfs 2,tt2017020,5.3,PG-13,1h 45m,https://www.boxofficemojo.com/title/tt2017020/
3054. Big Momma's House 2,tt0421729,4.8,2022,1h 39m,https://www.boxofficemojo.com/title/tt0421729/
3055. Drishyam 2,tt15501640,8.2,2h 39m,2h 20m,https://www.boxofficemojo.com/title/tt15501640/
3056. The Choice,tt3797868,6.5,PG-13,1h 51m,https://www.boxofficemojo.com/title/tt3797868/
"3057. Alexander and the Terrible, Horrible, No Good, Very Bad Day",tt1698641,6.2,2007,1h 21m,https://www.boxofficemojo.com/title/tt1698641/
3058. The Wrong Missy,tt9619798,5.8,1h 36m,1h 30m,https://www.boxofficemojo.com/title/tt9619798/
3059. My Best Friend's Girl,tt1046163,5.8,PG,1h 41m,https://www.boxofficemojo.com/title/tt1046163/
3060. The Lazarus Effect,tt2918436,5.2,2004,1h 23m,https://www.boxofficemojo.com/title/tt2918436/
3061. Land of Mine,tt3841424,7.8,2h 55m,1h 40m,https://www.boxofficemojo.com/title/tt3841424/
3062. 1: Nenokkadine,tt2375559,8.0,R,2h 50m,https://www.boxofficemojo.com/title/tt2375559/
3063. When Evil Lurks,tt16300962,6.9,2017,1h 39m,https://www.boxofficemojo.com/title/tt16300962/
3064. Gone,tt1838544,5.9,1h 44m,1h 34m,https://www.boxofficemojo.com/title/tt1838544/
3065. The Expendables 4,tt3291150,4.8,PG,1h 43m,https://www.boxofficemojo.com/title/tt3291150/
3066. The Stanford Prison Experiment,tt0420293,6.8,2011,2h 2m,https://www.boxofficemojo.com/title/tt0420293/
3067. Would You Rather,tt1999995,5.7,1h 50m,1h 33m,https://www.boxofficemojo.com/title/tt1999995/
3068. Morgan,tt4520364,5.8,R,1h 32m,https://www.boxofficemojo.com/title/tt4520364/
3069. Stolen,tt1656186,5.5,2008,1h 36m,https://www.boxofficemojo.com/title/tt1656186/
3070. Conviction,tt1244754,7.2,1h 51m,1h 47m,https://www.boxofficemojo.com/title/tt1244754/
3071. Night School,tt6781982,5.6,PG-13,1h 51m,https://www.boxofficemojo.com/title/tt6781982/
3072. DOA: Dead or Alive,tt0398913,4.8,2004,1h 27m,https://www.boxofficemojo.com/title/tt0398913/
3073. The Boy Next Door,tt3181822,4.7,2h 6m,1h 31m,https://www.boxofficemojo.com/title/tt3181822/
3074. Kill List,tt1788391,6.4,PG-13,1h 35m,https://www.boxofficemojo.com/title/tt1788391/
3075. The Matador,tt0365485,6.7,2023,1h 36m,https://www.boxofficemojo.com/title/tt0365485/
3076. Pathfinder,tt0446013,5.4,2h 13m,1h 39m,https://www.boxofficemojo.com/title/tt0446013/
3077. District 13: Ultimatum,tt1247640,6.5,R,1h 41m,https://www.boxofficemojo.com/title/tt1247640/
3078. Byzantium,tt1531901,6.5,2023,1h 58m,https://www.boxofficemojo.com/title/tt1531901/
3079. Proof,tt0377107,6.7,1h 51m,1h 40m,https://www.boxofficemojo.com/title/tt0377107/
3080. Serenity,tt6476140,5.4,R,1h 46m,https://www.boxofficemojo.com/title/tt6476140/
3081. Notorious,tt0472198,6.7,2018,2h 2m,https://www.boxofficemojo.com/title/tt0472198/
3082. The Damned United,tt1226271,7.5,1h 36m,1h 38m,https://www.boxofficemojo.com/title/tt1226271/
3083. Hannah Montana: The Movie,tt1114677,4.7,R,1h 42m,https://www.boxofficemojo.com/title/tt1114677/
3084. The Boy Who Harnessed the Wind,tt7533152,7.6,2003,1h 53m,https://www.boxofficemojo.com/title/tt7533152/
3085. Guess Who,tt0372237,5.9,1h 27m,1h 45m,https://www.boxofficemojo.com/title/tt0372237/
3086. Fired Up!,tt1083456,6.1,PG,1h 30m,https://www.boxofficemojo.com/title/tt1083456/
3087. Fist Fight,tt3401882,5.6,2021,1h 31m,https://www.boxofficemojo.com/title/tt3401882/
3088. The Call,tt10530176,7.1,1h 47m,1h 52m,https://www.boxofficemojo.com/title/tt10530176/
3089. Taxi 3,tt0295721,5.8,PG,1h 24m,https://www.boxofficemojo.com/title/tt0295721/
3090. The Vast of Night,tt6803046,6.7,2015,1h 31m,https://www.boxofficemojo.com/title/tt6803046/
3091. Antlers,tt7740510,5.9,1h 48m,1h 39m,https://www.boxofficemojo.com/title/tt7740510/
3092. Curse of the Golden Flower,tt0473444,7.0,R,1h 54m,https://www.boxofficemojo.com/title/tt0473444/
3093. A.R.O.G,tt1286126,7.4,2011,2h 7m,https://www.boxofficemojo.com/title/tt1286126/
3094. Last Knights,tt2493486,6.2,1h 51m,1h 55m,https://www.boxofficemojo.com/title/tt2493486/
3095. Thunder Force,tt10121392,4.6,R,1h 46m,https://www.boxofficemojo.com/title/tt10121392/
3096. The Forest,tt3387542,4.8,2010,1h 33m,https://www.boxofficemojo.com/title/tt3387542/
"3097. Lust, Caution",tt0808357,7.5,1h 43m,2h 37m,https://www.boxofficemojo.com/title/tt0808357/
3098. Brimstone,tt1895315,7.0,PG,2h 28m,https://www.boxofficemojo.com/title/tt1895315/
3099. The Addams Family,tt1620981,5.8,2005,1h 26m,https://www.boxofficemojo.com/title/tt1620981/
3100. The Hitcher,tt0455960,5.6,2h 16m,1h 24m,https://www.boxofficemojo.com/title/tt0455960/
3101. Haunted Mansion,tt1695843,6.0,PG-13,2h 3m,https://www.boxofficemojo.com/title/tt1695843/
3102. Palmer,tt6857376,7.3,2023,1h 50m,https://www.boxofficemojo.com/title/tt6857376/
3103. Laggies,tt2034031,6.4,2h 13m,1h 39m,https://www.boxofficemojo.com/title/tt2034031/
3104. Serial Bad Weddings,tt2800240,7.0,PG-13,1h 37m,https://www.boxofficemojo.com/title/tt2800240/
3105. Paranormal Activity: The Marked Ones,tt2473682,5.1,2007,1h 24m,https://www.boxofficemojo.com/title/tt2473682/
3106. Piranha 3DD,tt1714203,3.8,1h 59m,1h 23m,https://www.boxofficemojo.com/title/tt1714203/
3107. Lost Ladies,tt21626284,8.4,R,2h 2m,https://www.boxofficemojo.com/title/tt21626284/
3108. Cleaner,tt0896798,6.1,2013,1h 28m,https://www.boxofficemojo.com/title/tt0896798/
3109. Outside the Wire,tt10451914,5.4,1h 49m,1h 54m,https://www.boxofficemojo.com/title/tt10451914/
3110. Talaash: The Answer Lies Within,tt1787988,7.2,R,2h 20m,https://www.boxofficemojo.com/title/tt1787988/
3111. Trespass,tt1674784,5.3,2018,1h 31m,https://www.boxofficemojo.com/title/tt1674784/
3112. Aquamarine,tt0429591,5.4,1h 46m,1h 50m,https://www.boxofficemojo.com/title/tt0429591/
3113. Life as a House,tt0264796,7.4,R,2h 5m,https://www.boxofficemojo.com/title/tt0264796/
3114. Woman of the Hour,tt7737800,6.6,2007,1h 35m,https://www.boxofficemojo.com/title/tt7737800/
3115. Time Trap,tt4815122,6.2,1h 55m,1h 27m,https://www.boxofficemojo.com/title/tt4815122/
3116. Inside,tt0856288,6.7,PG-13,1h 22m,https://www.boxofficemojo.com/title/tt0856288/
3117. High-Rise,tt0462335,5.5,2011,1h 59m,https://www.boxofficemojo.com/title/tt0462335/
3118. Vicky Donor,tt2317337,7.7,1h 33m,2h 6m,https://www.boxofficemojo.com/title/tt2317337/
3119. The Wonder,tt9288822,6.6,R,1h 48m,https://www.boxofficemojo.com/title/tt9288822/
3120. Behind the Candelabra,tt1291580,7.0,2020,1h 58m,https://www.boxofficemojo.com/title/tt1291580/
3121. V/H/S/2,tt2450186,6.0,1h 42m,1h 36m,https://www.boxofficemojo.com/title/tt2450186/
3122. Rock Star,tt0202470,6.3,PG,1h 45m,https://www.boxofficemojo.com/title/tt0202470/
3123. The Ward,tt1369706,5.5,2013,1h 29m,https://www.boxofficemojo.com/title/tt1369706/
3124. Snake Eyes,tt8404256,5.4,1h 41m,2h 1m,https://www.boxofficemojo.com/title/tt8404256/
3125. Welcome to the Sticks,tt1064932,7.1,PG-13,1h 46m,https://www.boxofficemojo.com/title/tt1064932/
3126. The Transporter Refueled,tt2938956,5.2,2008,1h 36m,https://www.boxofficemojo.com/title/tt2938956/
3127. God's Not Dead,tt2528814,4.6,1h 52m,1h 53m,https://www.boxofficemojo.com/title/tt2528814/
3128. Boiling Point,tt11127680,7.5,PG-13,1h 32m,https://www.boxofficemojo.com/title/tt11127680/
3129. White Noise,tt6160448,5.7,2019,2h 16m,https://www.boxofficemojo.com/title/tt6160448/
3130. Oxygen,tt6341832,6.5,1h 37m,1h 40m,https://www.boxofficemojo.com/title/tt6341832/
3131. Taxi,tt0316732,4.6,PG-13,1h 37m,https://www.boxofficemojo.com/title/tt0316732/
3132. North Country,tt0395972,7.3,2010,2h 6m,https://www.boxofficemojo.com/title/tt0395972/
3133. Nine,tt0875034,5.8,1h 28m,1h 58m,https://www.boxofficemojo.com/title/tt0875034/
3134. Tales from Earthsea,tt0495596,6.3,PG-13,1h 55m,https://www.boxofficemojo.com/title/tt0495596/
3135. Being the Ricardos,tt4995540,6.5,2005,2h 11m,https://www.boxofficemojo.com/title/tt4995540/
3136. The Siege of Jadotville,tt3922798,7.2,1h 38m,1h 48m,https://www.boxofficemojo.com/title/tt3922798/
3137. The Forever Purge,tt10327252,5.4,PG-13,1h 43m,https://www.boxofficemojo.com/title/tt10327252/
3138. Escape from Pretoria,tt5797184,6.8,2022,1h 46m,https://www.boxofficemojo.com/title/tt5797184/
3139. A Thousand Words,tt0763831,5.9,3h 7m,1h 31m,https://www.boxofficemojo.com/title/tt0763831/
3140. The Skeleton Twins,tt1571249,6.8,TV-MA,1h 33m,https://www.boxofficemojo.com/title/tt1571249/
3141. Balls of Fury,tt0424823,5.4,2018,1h 30m,https://www.boxofficemojo.com/title/tt0424823/
3142. Uptown Girls,tt0263757,6.2,2h 2m,1h 32m,https://www.boxofficemojo.com/title/tt0263757/
3143. The Producers,tt0395251,6.3,R,2h 14m,https://www.boxofficemojo.com/title/tt0395251/
3144. Marry Me,tt10223460,6.1,2017,1h 52m,https://www.boxofficemojo.com/title/tt10223460/
3145. Senior Year,tt5315212,5.5,2h 34m,1h 51m,https://www.boxofficemojo.com/title/tt5315212/
3146. Suffragette,tt3077214,6.9,PG-13,1h 46m,https://www.boxofficemojo.com/title/tt3077214/
3147. Crossroads,tt0275022,3.8,2013,1h 33m,https://www.boxofficemojo.com/title/tt0275022/
3148. Jujutsu Kaisen 0,tt14331144,7.8,2h 8m,1h 52m,https://www.boxofficemojo.com/title/tt14331144/
3149. Curse of Chucky,tt2230358,5.6,PG-13,1h 37m,https://www.boxofficemojo.com/title/tt2230358/
3150. The Marksman,tt6902332,5.7,2004,1h 48m,https://www.boxofficemojo.com/title/tt6902332/
3151. The Exorcist: Believer,tt12921446,4.8,2h 4m,1h 51m,https://www.boxofficemojo.com/title/tt12921446/
3152. Down with Love,tt0309530,6.3,R,1h 41m,https://www.boxofficemojo.com/title/tt0309530/
3153. Drishyam,tt3417422,8.3,2008,2h 40m,https://www.boxofficemojo.com/title/tt3417422/
3154. Kaithi,tt9900782,8.4,1h 52m,2h 25m,https://www.boxofficemojo.com/title/tt9900782/
3155. The Visitor,tt0857191,7.6,PG-13,1h 44m,https://www.boxofficemojo.com/title/tt0857191/
3156. To Catch a Killer,tt10275534,6.6,2019,1h 59m,https://www.boxofficemojo.com/title/tt10275534/
3157. The Loved Ones,tt1316536,6.6,1h 56m,1h 24m,https://www.boxofficemojo.com/title/tt1316536/
3158. Flyboys,tt0454824,6.5,PG-13,2h 20m,https://www.boxofficemojo.com/title/tt0454824/
3159. The Reaping,tt0444682,5.6,2016,1h 39m,https://www.boxofficemojo.com/title/tt0444682/
3160. Ayla: The Daughter of War,tt6316138,8.2,2h 4m,2h 5m,https://www.boxofficemojo.com/title/tt6316138/
3161. All About Steve,tt0881891,4.8,R,1h 39m,https://www.boxofficemojo.com/title/tt0881891/
3162. Hope Springs,tt1535438,6.3,2009,1h 40m,https://www.boxofficemojo.com/title/tt1535438/
3163. Mission Majnu,tt13131232,7.0,1h 37m,2h 9m,https://www.boxofficemojo.com/title/tt13131232/
3164. Trust,tt1529572,6.9,G,1h 46m,https://www.boxofficemojo.com/title/tt1529572/
3165. Radio,tt0316465,6.9,2015,1h 49m,https://www.boxofficemojo.com/title/tt0316465/
3166. Beast,tt13223398,5.6,1h 55m,1h 33m,https://www.boxofficemojo.com/title/tt13223398/
"3167. Roman J. Israel, Esq.",tt6000478,6.5,PG-13,2h 2m,https://www.boxofficemojo.com/title/tt6000478/
3168. Stake Land,tt1464580,6.4,2018,1h 38m,https://www.boxofficemojo.com/title/tt1464580/
3169. White Boy Rick,tt4537896,6.5,2h 13m,1h 51m,https://www.boxofficemojo.com/title/tt4537896/
3170. Boy Erased,tt7008872,6.9,R,1h 55m,https://www.boxofficemojo.com/title/tt7008872/
3171. The Half of It,tt9683478,6.9,2016,1h 44m,https://www.boxofficemojo.com/title/tt9683478/
3172. Brick Mansions,tt1430612,5.6,1h 39m,1h 30m,https://www.boxofficemojo.com/title/tt1430612/
3173. Gehraiyaan,tt10733228,5.8,R,2h 28m,https://www.boxofficemojo.com/title/tt10733228/
3174. In America,tt0298845,7.7,2014,1h 45m,https://www.boxofficemojo.com/title/tt0298845/
3175. Gully Boy,tt2395469,7.9,1h 42m,2h 34m,https://www.boxofficemojo.com/title/tt2395469/
3176. Women Talking,tt13669038,6.9,R,1h 44m,https://www.boxofficemojo.com/title/tt13669038/
3177. The Medallion,tt0288045,5.2,2010,1h 28m,https://www.boxofficemojo.com/title/tt0288045/
3178. The One I Love,tt2756032,7.0,2h 8m,1h 31m,https://www.boxofficemojo.com/title/tt2756032/
3179. Dear Zindagi,tt5946128,7.4,PG-13,2h 31m,https://www.boxofficemojo.com/title/tt5946128/
3180. 13,tt0798817,6.0,2018,1h 31m,https://www.boxofficemojo.com/title/tt0798817/
3181. The Human Centipede 2 (Full Sequence),tt1530509,3.8,2h 23m,1h 31m,https://www.boxofficemojo.com/title/tt1530509/
3182. One for the Money,tt1598828,5.3,PG-13,1h 31m,https://www.boxofficemojo.com/title/tt1598828/
3183. Dirty Pretty Things,tt0301199,7.2,2021,1h 37m,https://www.boxofficemojo.com/title/tt0301199/
3184. Whale Rider,tt0298228,7.5,1h 51m,1h 41m,https://www.boxofficemojo.com/title/tt0298228/
3185. People Like Us,tt1716777,7.0,PG-13,1h 54m,https://www.boxofficemojo.com/title/tt1716777/
3186. Meet Dave,tt0765476,5.1,2018,1h 30m,https://www.boxofficemojo.com/title/tt0765476/
3187. Bad Education,tt8206668,7.1,2h 15m,1h 48m,https://www.boxofficemojo.com/title/tt8206668/
3188. The Card Counter,tt11196036,6.2,R,1h 51m,https://www.boxofficemojo.com/title/tt11196036/
3189. Shaun the Sheep Movie,tt2872750,7.3,2011,1h 25m,https://www.boxofficemojo.com/title/tt2872750/
3190. The Prototype,tt1754700,2.3,1h 47m,1h 37m,https://www.boxofficemojo.com/title/tt1754700/
3191. Ludo,tt7212754,7.6,PG-13,2h 30m,https://www.boxofficemojo.com/title/tt7212754/
3192. The Sessions,tt1866249,7.2,2006,1h 35m,https://www.boxofficemojo.com/title/tt1866249/
3193. Two Lovers,tt1103275,7.0,2h 21m,1h 50m,https://www.boxofficemojo.com/title/tt1103275/
3194. Personal Shopper,tt4714782,6.1,R,1h 45m,https://www.boxofficemojo.com/title/tt4714782/
3195. Mimi,tt10895576,7.8,2010,2h 12m,https://www.boxofficemojo.com/title/tt10895576/
3196. Wish,tt11304740,5.6,1h 49m,1h 35m,https://www.boxofficemojo.com/title/tt11304740/
3197. OMG 2,tt15732324,7.5,PG,2h 36m,https://www.boxofficemojo.com/title/tt15732324/
3198. The Outpost,tt3833480,6.8,2011,2h 3m,https://www.boxofficemojo.com/title/tt3833480/
3199. Jayeshbhai Jordaar,tt10393870,6.0,1h 52m,2h 1m,https://www.boxofficemojo.com/title/tt10393870/
3200. Black Knight,tt0265087,4.9,R,1h 35m,https://www.boxofficemojo.com/title/tt0265087/
3201. Ironclad,tt1233301,6.1,2003,2h 1m,https://www.boxofficemojo.com/title/tt1233301/
3202. The Perfect Date,tt8201170,5.8,1h 42m,1h 29m,https://www.boxofficemojo.com/title/tt8201170/
3203. Celal and Ceren,tt2610768,3.2,R,1h 54m,https://www.boxofficemojo.com/title/tt2610768/
3204. The Salvation,tt2720680,6.7,2004,1h 32m,https://www.boxofficemojo.com/title/tt2720680/
3205. Rings,tt0498381,4.5,1h 49m,1h 42m,https://www.boxofficemojo.com/title/tt0498381/
3206. The Wave,tt3616916,6.6,PG-13,1h 45m,https://www.boxofficemojo.com/title/tt3616916/
3207. The Broken Circle Breakdown,tt2024519,7.7,2013,1h 51m,https://www.boxofficemojo.com/title/tt2024519/
3208. Hustle & Flow,tt0410097,7.3,2h 5m,1h 56m,https://www.boxofficemojo.com/title/tt0410097/
3209. Fatherhood,tt4733624,6.6,PG-13,1h 49m,https://www.boxofficemojo.com/title/tt4733624/
3210. A Bittersweet Life,tt0456912,7.5,2022,1h 59m,https://www.boxofficemojo.com/title/tt0456912/
3211. Abominable,tt6324278,7.0,1h 35m,1h 37m,https://www.boxofficemojo.com/title/tt6324278/
3212. Narc,tt0272207,7.1,R,1h 45m,https://www.boxofficemojo.com/title/tt0272207/
3213. She Said,tt11198810,7.3,2021,2h 9m,https://www.boxofficemojo.com/title/tt11198810/
3214. The Gunman,tt2515034,5.8,1h 48m,1h 55m,https://www.boxofficemojo.com/title/tt2515034/
3215. The Santa Clause 3: The Escape Clause,tt0452681,4.8,PG-13,1h 32m,https://www.boxofficemojo.com/title/tt0452681/
3216. The Tall Man,tt1658837,5.9,2017,1h 46m,https://www.boxofficemojo.com/title/tt1658837/
