Title,Title,ID,Rating,Release Year,Duration,BoxOfficeMojo_Link,Worldwide Gross,Domestic Gross,International Gross,Director,Cast and Crew
Serena,Serena (2014),tt1247690,5.4,2014,1h 49m,https://www.boxofficemojo.com/title/tt1247690/,"$5,092,129","$176,391","$4,915,738",Susanne Bier,"Bradley Cooper (George Pemberton), Jennifer Lawrence (Serena Pemberton), Rhys Ifans (Galloway), Toby Jones (Sheriff McDowell)"
Friday After Next,Friday After Next (2002),tt0293815,5.8,2002,1h 25m,https://www.boxofficemojo.com/title/tt0293815/,"$33,526,835","$33,253,609","$273,226",Marcus Raboy,"Ice Cube (Craig), Mike Epps (Day-Day/Old Man with Shotgun), John Witherspoon (Mr. Jones), Don 'D.C.' Curry (Uncle Elroy)"
Scoob!,Scoob! (2020),tt3152592,5.6,2020,1h 33m,https://www.boxofficemojo.com/title/tt3152592/,"$28,588,425","$2,188,425","$26,400,000",Tony Cervone,"Will Forte (Shaggy Rogers), Mark Wahlberg (Blue Falcon), Jason Isaacs (Dick Dastardly), Gina Rodriguez (Velma Dinkley)"
My Boss's Daughter,My Boss's Daughter (2003),tt0270980,4.7,2003,1h 26m,https://www.boxofficemojo.com/title/tt0270980/,"$18,191,005","$15,550,605","$2,640,400",David Zucker,"Ashton Kutcher (Tom Stansfield), Tara Reid (Lisa Taylor), Andy Richter (Red Taylor), Molly Shannon (Audrey Bennett)"
Riding in Cars with Boys,Riding in Cars with Boys (2001),tt0200027,6.5,2001,2h 12m,https://www.boxofficemojo.com/title/tt0200027/,"$35,743,308","$30,165,536","$5,577,772",Penny Marshall,"Drew Barrymore (Beverly Donofrio), Steve Zahn (Ray Hasek), Adam Garcia (Jason), Brittany Murphy (Fay Forrester)"
Falling for Christmas,Falling for Christmas (2022),tt14715170,5.3,2022,1h 33m,https://www.boxofficemojo.com/title/tt14715170/,–,–,–,Janeen Damian,"Lindsay Lohan (Sierra Belmont), Chord Overstreet (Jake Russell), George Young (Tad Fairchild), Jack Wagner (Beauregard Belmont)"
Zero,Zero (2018),tt6527426,5.2,2018,2h 44m,https://www.boxofficemojo.com/title/tt6527426/,"$18,412,196","$1,035,388","$17,376,808",Aanand L. Rai,"Shah Rukh Khan (Bauua Singh), Anushka Sharma (Aafia Yusufzai Bhinder), Katrina Kaif (Babita Kumari), Mohd. Zeeshan Ayyub (Guddu)"
Satyaprem Ki Katha,Satyaprem Ki Katha (2023),tt14914988,6.7,2023,2h 26m,https://www.boxofficemojo.com/title/tt14914988/,"$3,846,238",–,"$3,846,238",Sameer Vidwans,"Kartik Aaryan (Satyaprem Panchal), Kiara Advani (Katha Kapadia), Supriya Pathak (Diwali Panchal), Gajraj Rao (Narayan Panchal)"
The Happytime Murders,The Happytime Murders (2018),tt1308728,5.5,2018,1h 31m,https://www.boxofficemojo.com/title/tt1308728/,"$27,506,452","$20,706,452","$6,800,000",Brian Henson,"Melissa McCarthy (Detective Connie Edwards), Elizabeth Banks (Jenny), Maya Rudolph (Bubbles), Leslie David Baker (Lt. Banning)"
The Good Lie,The Good Lie (2014),tt2652092,7.4,2014,1h 50m,https://www.boxofficemojo.com/title/tt2652092/,"$3,396,345","$2,722,209","$674,136",Philippe Falardeau,"Reese Witherspoon (Carrie), Arnold Oceng (Mamere), Ger Duany (Jeremiah), Emmanuel Jal (Paul)"
Under the Shadow,Under the Shadow (2016),tt4273292,6.8,2016,1h 24m,https://www.boxofficemojo.com/title/tt4273292/,"$133,324","$31,900","$101,424",Babak Anvari,"Narges Rashidi (Shideh), Mia Sinclair Jenness (Dorsa), Bobby Naderi (Iraj), Mike Pollock (Mr. Fakur)"
"Yours, Mine & Ours","Yours, Mine & Ours (2005)",tt0443295,5.5,2005,1h 28m,https://www.boxofficemojo.com/title/tt0443295/,"$72,662,923","$53,412,862","$19,250,061",Raja Gosnell,"Dennis Quaid (Frank Beardsley), Rene Russo (Helen North), Jerry O'Connell (Max), Sean Faris (William Beardsley)"
Kho Gaye Hum Kahan,Kho Gaye Hum Kahan (2023),tt15434074,7.4,2023,2h 15m,https://www.boxofficemojo.com/title/tt15434074/,–,–,–,Arjun Varain Singh,"Ananya Panday (Ahana Singh), Siddhant Chaturvedi (Imaad Ali), Adarsh Gourav (Neil Pereira), Kalki Koechlin (Simran Kohli)"
Dhoom 2,Dhoom 2 (2006),tt0441048,6.6,2006,2h 32m,https://www.boxofficemojo.com/title/tt0441048/,"$32,396,427","$2,643,586","$29,752,841",Sanjay Gadhvi,"Hrithik Roshan (Aryan/Mr. A), Abhishek Bachchan (Jai Dixit), Aishwarya Rai Bachchan (Sunehri), Uday Chopra (Ali)"
Artemis Fowl,Artemis Fowl (2020),tt3089630,4.3,2020,1h 35m,https://www.boxofficemojo.com/title/tt3089630/,–,–,–,Kenneth Branagh,"Ferdia Shaw (Artemis Fowl), Lara McDonnell (Holly Short), Josh Gad (Mulch Diggums), Tamara Smart (Juliet)"
Runway 34,Runway 34 (2022),tt11460992,7.0,2022,2h 25m,https://www.boxofficemojo.com/title/tt11460992/,"$4,062,826",–,"$4,062,826",Ajay Devgn,"Ajay Devgn (Captain Vikrant Khanna), Sharik Khan Jr. (News Reporter), Amitabh Bachchan (Narayan Vedant), Rakul Preet Singh (Tanya Albuquerque)"
Holiday,Holiday (2014),tt2556308,7.2,2014,2h 40m,https://www.boxofficemojo.com/title/tt2556308/,"$1,390,054","$706,893","$683,161",A.R. Murugadoss,"Akshay Kumar (Captain Viraat Bakshi), Sonakshi Sinha (Saiba Thapar), Freddy Daruwala (Leader of the Sleeper Cells), Sumeet Raghavan (Mukund Deshmukh)"
Rabbit-Proof Fence,Rabbit-Proof Fence (2002),tt0252444,7.4,2002,1h 34m,https://www.boxofficemojo.com/title/tt0252444/,"$16,220,968","$6,199,600","$10,017,811",Phillip Noyce,"Everlyn Sampi (Molly Craig), Tianna Sansbury (Daisy Craig Kadibill), Kenneth Branagh (A.O. Neville), Laura Monaghan (Gracie Fields)"
The Nut Job,The Nut Job (2014),tt1821658,5.7,2014,1h 25m,https://www.boxofficemojo.com/title/tt1821658/,"$120,885,527","$64,251,541","$56,633,986",Peter Lepeniotis,"Will Arnett (Surly), Brendan Fraser (Grayson), Liam Neeson (Raccoon), Katherine Heigl (Andie)"
A Hero,A Hero (2021),tt11777738,7.5,2021,2h 7m,https://www.boxofficemojo.com/title/tt11777738/,"$2,916,932",–,"$2,916,932",Asghar Farhadi,"Amir Jadidi (Rahim Soltani), Mohsen Tanabandeh (Bahram), Sahar Goldoost (Farkhondeh), Fereshteh Sadre Orafaiy (Mrs. Radmehr)"
Valentine,Valentine (2001),tt0242998,4.9,2001,1h 36m,https://www.boxofficemojo.com/title/tt0242998/,"$36,684,136","$20,384,136","$16,300,000",Jamie Blanks,"Denise Richards (Paige Prescott), David Boreanaz (Adam Carr), Marley Shelton (Kate Davies), Jessica Capshaw (Dorothy Wheeler)"
Sightseers,Sightseers (2012),tt2023690,6.5,2012,1h 28m,https://www.boxofficemojo.com/title/tt2023690/,"$2,122,909","$61,782","$2,061,127",Ben Wheatley,"Alice Lowe (Tina), Kenneth Hadley (Richard), Steve Oram (Chris), Eileen Davies (Carol)"
Playing It Cool,Playing It Cool (2014),tt2139555,5.9,2014,1h 34m,https://www.boxofficemojo.com/title/tt2139555/,"$1,323,415",–,"$1,323,415",Justin Reardon,"Chris Evans (Me), Michelle Monaghan (Her), Topher Grace (Scott), Aubrey Plaza (Mallory)"
Happythankyoumoreplease,Happythankyoumoreplease (2010),tt1481572,6.7,2010,1h 40m,https://www.boxofficemojo.com/title/tt1481572/,"$853,862","$216,110","$637,752",Josh Radnor,"Josh Radnor (Sam Wexler), Malin Akerman (Annie), Zoe Kazan (Mary Catherine), Michael Algieri (Rasheen)"
"Angus, Thongs and Perfect Snogging","Angus, Thongs and Perfect Snogging (2008)",tt0963743,6.3,2008,1h 40m,https://www.boxofficemojo.com/title/tt0963743/,"$14,926,344",–,"$14,924,998",Gurinder Chadha,"Georgia Groome (Georgia Nicolson), Aaron Taylor-Johnson (Robbie), Karen Taylor (Connie Nicolson), Alan Davies (Bob Nicolson)"
"Oslo, August 31st","Oslo, August 31st (2011)",tt1736633,7.6,2011,1h 35m,https://www.boxofficemojo.com/title/tt1736633/,"$1,481,665","$101,475","$1,380,190",Joachim Trier,"Anders Danielsen Lie (Anders), Hans Olav Brenner (Thomas), Ingrid Olava (Rebekka), Malin Crépin (Malin)"
A Brilliant Young Mind,A Brilliant Young Mind (2014),tt3149038,7.1,2014,1h 51m,https://www.boxofficemojo.com/title/tt3149038/,"$1,043,620","$171,793","$871,827",Morgan Matthews,"Asa Butterfield (Nathan Ellis), Rafe Spall (Martin Humphreys), Sally Hawkins (Julie Ellis), Eddie Marsan (Richard)"
Antitrust,Antitrust (2001),tt0218817,6.1,2001,1h 48m,https://www.boxofficemojo.com/title/tt0218817/,"$18,195,610","$11,328,094","$6,867,516",Peter Howitt,"Ryan Phillippe (Milo Hoffman), Tim Robbins (Gary Winston), Rachael Leigh Cook (Lisa Calighan), Claire Forlani (Alice Poulson)"
Antebellum,Antebellum (2020),tt10065694,5.8,2020,1h 45m,https://www.boxofficemojo.com/title/tt10065694/,"$7,792,716",–,"$7,792,716",Gerard Bush,"Janelle Monáe (Veronica/Eden), Eric Lange (Him/Senator Denton), Jena Malone (Elizabeth), Jack Huston (Captain Jasper)"
Heartbeats,Heartbeats (2010),tt1600524,7.0,2010,1h 41m,https://www.boxofficemojo.com/title/tt1600524/,"$843,423","$68,723","$774,700",Xavier Dolan,"Xavier Dolan (Francis), Monia Chokri (Marie), Niels Schneider (Nicolas), Anne Dorval (Désirée)"
A Walk in the Woods,A Walk in the Woods (2015),tt1178665,6.4,2015,1h 44m,https://www.boxofficemojo.com/title/tt1178665/,"$37,461,274","$29,504,281","$7,956,993",Ken Kwapis,"Robert Redford (Bill Bryson), Nick Nolte (Stephen Katz), Emma Thompson (Catherine Bryson), Mary Steenburgen (Jeannie)"
Take This Waltz,Take This Waltz (2011),tt1592281,6.5,2011,1h 56m,https://www.boxofficemojo.com/title/tt1592281/,"$4,965,950","$1,239,692","$3,726,258",Sarah Polley,"Michelle Williams (Margot), Seth Rogen (Lou), Sarah Silverman (Geraldine), Aaron Abrams (Aaron)"
Dogman,Dogman (2018),tt6768578,7.2,2018,1h 43m,https://www.boxofficemojo.com/title/tt6768578/,"$5,080,147","$148,225","$4,931,922",Matteo Garrone,"Marcello Fonte (Marcello), Edoardo Pesce (Simoncino), Nunzia Schiano (Madre Simoncino), Adamo Dionisi (Franco)"
The Bay,The Bay (2012),tt1713476,5.7,2012,1h 25m,https://www.boxofficemojo.com/title/tt1713476/,"$1,581,252","$30,668","$1,550,584",Barry Levinson,"Will Rogers (Alex), Kristen Connolly (Stephanie), Kether Donohue (Donna), Frank Deal (Mayor Stockman)"
The Night Comes for Us,The Night Comes for Us (2018),tt6116856,6.9,2018,2h 1m,https://www.boxofficemojo.com/title/tt6116856/,–,–,–,Timo Tjahjanto,"Iko Uwais (Arian), Joe Taslim (Ito), Julie Estelle (The Operator), Dian Sastrowardoyo (Alma)"
Fido,Fido (2006),tt0457572,6.7,2006,1h 33m,https://www.boxofficemojo.com/title/tt0457572/,"$426,224","$304,533","$121,691",Andrew Currie,"Kesun Loder (Timmy Robinson), Billy Connolly (Fido), Carrie-Anne Moss (Helen Robinson), David Kaye (Narrator)"
Dragon Ball Z: Battle of Gods,Dragon Ball Z: Battle of Gods (2013),tt2263944,7.1,2013,1h 25m,https://www.boxofficemojo.com/title/tt2263944/,"$50,461,371","$2,553,002","$47,908,369",Masahiro Hosoda,"Masako Nozawa (Son Gokû/Son Gohan/Son Goten/Gotenks), Hiromi Tsuru (Bulma), Ryô Horikawa (Vegeta), Masaharu Satô (Kame Sen'nin/King Vegeta)"
My Life as a Zucchini,My Life as a Zucchini (2016),tt2321405,7.8,2016,1h 10m,https://www.boxofficemojo.com/title/tt2321405/,"$5,873,157","$309,766","$5,563,391",Claude Barras,"Gaspard Schlatter (Courgette), Sixtine Murat (Camille), Paulin Jaccoud (Simon), Michel Vuillermoz (Raymond)"
On Body and Soul,On Body and Soul (2017),tt5607714,7.5,2017,1h 56m,https://www.boxofficemojo.com/title/tt5607714/,"$2,132,634",–,"$2,132,634",Ildikó Enyedi,"Alexandra Borbély (Mária/Doctor), Géza Morcsányi (Endre/Manager), Réka Tenki (Klára/psychologist), Zoltán Schneider (Jenö/HR manager)"
White Bird in a Blizzard,White Bird in a Blizzard (2014),tt2238050,6.4,2014,1h 31m,https://www.boxofficemojo.com/title/tt2238050/,"$469,701","$33,821","$435,880",Gregg Araki,"Shailene Woodley (Kat Connors), Eva Green (Eve Connors), Christopher Meloni (Brock Connors), Angela Bassett (Dr. Thaler)"
Goodbye Christopher Robin,Goodbye Christopher Robin (2017),tt1653665,7.1,2017,1h 47m,https://www.boxofficemojo.com/title/tt1653665/,"$7,401,949","$1,735,251","$5,666,698",Simon Curtis,"Domhnall Gleeson (Alan Milne), Margot Robbie (Daphne Milne), Kelly Macdonald (Olive), Vicki Pepperdine (Betty)"
Peaceful Warrior,Peaceful Warrior (2006),tt0438315,7.2,2006,2h,https://www.boxofficemojo.com/title/tt0438315/,"$4,326,927","$3,960,414","$366,513",Victor Salva,"Scott Mechlowicz (Dan Millman), Nick Nolte (Socrates), Amy Smart (Joy), Tim DeKay (Coach Garrick)"
Secret Superstar,Secret Superstar (2017),tt6108090,7.8,2017,2h 30m,https://www.boxofficemojo.com/title/tt6108090/,"$130,765,691",–,"$130,765,691",Advait Chandan,"Zaira Wasim (Insia), Meher Vij (Najma), Raj Arjun (Farookh), Aamir Khan (Shakti Kumar)"
The Barbarian Invasions,The Barbarian Invasions (2003),tt0338135,7.5,2003,1h 39m,https://www.boxofficemojo.com/title/tt0338135/,"$34,883,010","$8,544,975","$26,338,035",Denys Arcand,"Rémy Girard (Rémy), Dorothée Berryman (Louise), Stéphane Rousseau (Sébastien), Marie-Josée Croze (Nathalie)"
Max Manus: Man of War,Max Manus: Man of War (2008),tt1029235,7.3,2008,1h 58m,https://www.boxofficemojo.com/title/tt1029235/,"$15,384,282",–,"$15,384,282",Joachim Rønning,"Aksel Hennie (Max Manus), Agnes Kittelsen (Tikken Lindebrække), Nicolai Cleve Broch (Gregers Gram), Ken Duken (Kriminalrat Siegfried Fehmer)"
The Blue Elephant,The Blue Elephant (2014),tt3461252,8.0,2014,2h 50m,https://www.boxofficemojo.com/title/tt3461252/,"$695,436",–,"$695,436",Marwan Hamed,"Karim Abdel Aziz (Dr. Yehia Rashed), Khaled El-Sawi (Sherif Al Kordy/Na'el/El Ma'mon), Nilli Karim (Lobna), Mohamed Mamdouh (Dr. Sameh)"
Speak,Speak (2004),tt0378793,7.2,2004,1h 29m,https://www.boxofficemojo.com/title/tt0378793/,–,–,–,Jessica Sharzer,"Kristen Stewart (Melinda Sordino), Elizabeth Perkins (Joyce Sordino), Richard Hagerman (School Bus Driver), Allison Siko (Heather)"
The Conspirator,The Conspirator (2010),tt0968264,6.9,2010,2h 2m,https://www.boxofficemojo.com/title/tt0968264/,"$15,625,544","$11,538,204","$4,087,340",Robert Redford,"Robin Wright (Mary Surratt), James McAvoy (Frederick Aiken), Tom Wilkinson (Reverdy Johnson), Kevin Kline (Edwin Stanton)"
The Bélier Family,The Bélier Family (2014),tt3547740,7.3,2014,1h 46m,https://www.boxofficemojo.com/title/tt3547740/,"$72,775,689",–,"$72,775,689",Éric Lartigau,"Karin Viard (Gigi Bélier), François Damiens (Rodolphe Bélier), Eric Elmosnino (Fabien Thomasson), Louane Emera (Paula Bélier)"
Trolls World Tour,Trolls World Tour (2020),tt6587640,6.1,2020,1h 31m,https://www.boxofficemojo.com/title/tt6587640/,"$49,276,818","$450,000","$48,826,818",Walt Dohrn,"Anna Kendrick (Poppy), Justin Timberlake (Branch), Rachel Bloom (Barb), James Corden (Biggie)"
To the Wonder,To the Wonder (2012),tt1595656,5.8,2012,1h 52m,https://www.boxofficemojo.com/title/tt1595656/,"$2,801,166","$587,615","$2,213,551",Terrence Malick,"Ben Affleck (Neil), Olga Kurylenko (Marina), Javier Bardem (Father Quintana), Rachel McAdams (Jane)"
Taking Woodstock,Taking Woodstock (2009),tt1127896,6.7,2009,2h,https://www.boxofficemojo.com/title/tt1127896/,"$9,975,737","$7,460,204","$2,515,533",Ang Lee,"Demetri Martin (Elliot Teichberg), Henry Goodman (Jake Teichberg), Edward Hibbert (British Gentleman), Imelda Staunton (Sonia Teichberg)"
Boy,Boy (2010),tt1560139,7.5,2010,1h 27m,https://www.boxofficemojo.com/title/tt1560139/,"$43,551,154","$256,211","$43,294,943",Michael Jackson,"James Rolleston (Boy), Te Aho Eketone-Whitu (Rocky), Taika Waititi (Alamein), Moerangi Tihore (Dynasty)"
Turbo Kid,Turbo Kid (2015),tt3672742,6.7,2015,1h 33m,https://www.boxofficemojo.com/title/tt3672742/,"$67,069","$67,069",–,François Simard,"Munro Chambers (The Kid), Laurence Leboeuf (Apple), Michael Ironside (Zeus), Edwin Wright (Skeletron)"
Fallen Leaves,Fallen Leaves (2023),tt21027780,7.3,2023,1h 21m,https://www.boxofficemojo.com/title/tt21027780/,"$6,627,900","$954,307","$5,673,593",Aki Kaurismäki,"Alma Pöysti (Ansa Grönholm), Jussi Vatanen (Holappa), Janne Hyytiäinen (Hannes Huotari), Nuppu Koivu (Liisa)"
The Outsider,The Outsider (2018),tt2011311,6.3,2018,2h,https://www.boxofficemojo.com/title/tt2011311/,"$1,869",–,"$1,869",Martin Zandvliet,"Jared Leto (Nick Lowell), Tadanobu Asano (Kiyoshi), Kippei Shîna (Orochi), Shioli Kutsuna (Miyu)"
A Dog's Journey,A Dog's Journey (2019),tt8385474,7.4,2019,1h 49m,https://www.boxofficemojo.com/title/tt8385474/,"$78,871,103","$22,782,371","$56,088,708",Gail Mancuso,"Josh Gad (Bailey), Dennis Quaid (Ethan), Kathryn Prescott (CJ), Marg Helgenberger (Hannah)"
Mirror Game,Mirror Game (2016),tt5354160,8.9,2016,2h 27m,https://www.boxofficemojo.com/title/tt5354160/,–,–,–,Amitabh Reza Chowdhury,"Chanchal Chowdhury (Sharafat Karim Ayna), Masuma Rahman Nabila (Hridi), Partha Barua (Saber Hossain), Lutfur Rahman George (Mr. Kuddus)"
Knight of Cups,Knight of Cups (2015),tt2101383,5.6,2015,1h 58m,https://www.boxofficemojo.com/title/tt2101383/,"$1,026,288","$566,006","$460,282",Terrence Malick,"Christian Bale (Rick), Cate Blanchett (Nancy), Natalie Portman (Elizabeth), Brian Dennehy (Joseph)"
Charlie Countryman,Charlie Countryman (2013),tt1196948,6.3,2013,1h 43m,https://www.boxofficemojo.com/title/tt1196948/,"$443,990","$11,650","$432,340",Fredrik Bond,"Shia LaBeouf (Charlie Countryman), Evan Rachel Wood (Gabi Ibanescu), Mads Mikkelsen (Nigel), Til Schweiger (Darko)"
The Quiet American,The Quiet American (2002),tt0258068,7.0,2002,1h 41m,https://www.boxofficemojo.com/title/tt0258068/,"$27,674,124","$12,988,801","$14,685,323",Phillip Noyce,"Michael Caine (Thomas Fowler), Brendan Fraser (Alden Pyle), Do Thi Hai Yen (Phuong), Rade Serbedzija (Inspector Vigot)"
The 12th Man,The 12th Man (2017),tt3300980,7.3,2017,2h 15m,https://www.boxofficemojo.com/title/tt3300980/,"$9,567,121",–,"$9,567,121",Harald Zwart,"Thomas Gullestad (Jan Baalsrud), Jonathan Rhys Meyers (Kurt Stage), Marie Blokhus (Gudrun Grønvoll), Mads Sjøgård Pettersen (Marius Grønvoll)"
Rollerball,Rollerball (2002),tt0246894,3.1,2002,1h 38m,https://www.boxofficemojo.com/title/tt0246894/,"$25,852,764","$18,990,798","$6,861,966",John McTiernan,"Chris Klein (Jonathan Cross), Jean Reno (Alexis Petrovich), LL Cool J (Marcus Ridley), Rebecca Romijn (Aurora)"
"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son (2011)",tt1464174,4.5,2011,1h 47m,https://www.boxofficemojo.com/title/tt1464174/,"$82,686,066","$37,915,414","$44,770,652",John Whitesell,"Martin Lawrence (Malcolm/Big Momma), Brandon T. Jackson (Trent/Charmaine), Jessica Lucas (Haley), Michelle Ang (Mia)"
Tanu Weds Manu Returns,Tanu Weds Manu Returns (2015),tt2140465,7.6,2015,2h 8m,https://www.boxofficemojo.com/title/tt2140465/,"$4,180,081","$3,043,479","$1,136,602",Aanand L. Rai,"Kangana Ranaut (Tanuja 'Tanu' Trivedi/Kusum 'Datto' Kumari), Madhavan (Manoj 'Manu' Sharma), Gunnit Kaur (Komal), Jimmy Shergill (Raja Awasthi)"
Boy Kills World,Boy Kills World (2023),tt13923084,6.4,2023,1h 51m,https://www.boxofficemojo.com/title/tt13923084/,"$3,269,468","$2,626,127","$643,341",Moritz Mohr,"Bill Skarsgård (Boy), Jessica Rothe (June27), Michelle Dockery (Melanie Van Der Koy), Brett Gelman (Gideon Van Der Koy)"
Things We Lost in the Fire,Things We Lost in the Fire (2007),tt0469623,7.1,2007,1h 58m,https://www.boxofficemojo.com/title/tt0469623/,"$8,591,255","$3,287,315","$5,303,940",Susanne Bier,"Halle Berry (Audrey Burke), Benicio Del Toro (Jerry Sunborne), Alison Lohman (Kelly), David Duchovny (Brian Burke)"
To Strike,To Strike (2013),tt1821700,7.5,2013,2h 10m,https://www.boxofficemojo.com/title/tt1821700/,"$556,003",–,"$556,003",Bilal Lashari,"Shaan Shahid (Major Mujtaba Rizvi), Hamza Ali Abbasi (Field Officer Ehtesham), Shamoon Abbasi (Ramal), Ayesha Khan (Javeria)"
Miss Pettigrew Lives for a Day,Miss Pettigrew Lives for a Day (2008),tt0970468,7.0,2008,1h 32m,https://www.boxofficemojo.com/title/tt0970468/,"$16,724,933","$12,313,694","$4,411,239",Bharat Nalluri,"Frances McDormand (Miss Pettigrew), Amy Adams (Delysia), Ciarán Hinds (Joe), David Alexander (Chestnut Seller)"
Matilda: The Musical,Matilda: The Musical (2022),tt3447590,7.0,2022,1h 57m,https://www.boxofficemojo.com/title/tt3447590/,"$37,289,659",–,"$37,289,659",Matthew Warchus,"Alisha Weir (Matilda Wormwood), Emma Thompson (Agatha Trunchbull), Lashana Lynch (Miss Honey), Stephen Graham (Mr. Wormwood)"
Son of a Gun,Son of a Gun (2014),tt2452200,6.4,2014,1h 48m,https://www.boxofficemojo.com/title/tt2452200/,"$660,241",–,"$660,241",Julius Avery,"Ewan McGregor (Brendan Lynch), Brenton Thwaites (JR), Alicia Vikander (Tasha), Brendan Kerkvliet (Prison Officer)"
A Little Bit of Heaven,A Little Bit of Heaven (2011),tt1440161,6.2,2011,1h 46m,https://www.boxofficemojo.com/title/tt1440161/,"$6,778,388","$15,375","$6,763,013",Nicole Kassell,"Kate Hudson (Marley Corbett), Gael García Bernal (Julian Goldstein), Kathy Bates (Beverly Corbett), Peter Dinklage (Vinnie)"
Kaabil,Kaabil (2017),tt5460276,7.1,2017,2h 19m,https://www.boxofficemojo.com/title/tt5460276/,"$21,893,244",–,"$21,893,244",Sanjay Gupta,"Hrithik Roshan (Rohan Bhatnagar), Yami Gautam (Supriya Bhatnagar), Ronit Roy (Madhavrao Shellar), Rohit Roy (Amit Shellar)"
Sirf Ek Bandaa Kaafi Hai,Sirf Ek Bandaa Kaafi Hai (2023),tt24485052,8.0,2023,2h 12m,https://www.boxofficemojo.com/title/tt24485052/,$327,–,$327,Apoorv Singh Karki,"Manoj Bajpayee (Advocate P.C. Solanki), Adrija Sinha (Nu Singh), Surya Mohan Kulshreshtha (Baba), Nikhil Pandey (Amit Nihag)"
