Title,ID,Rating,Release Year,Duration
3472. Everybody Knows,tt4964788,6.9,2h 2m,2h 13m
3473. Jimmy Neutron: Boy Genius,tt0268397,6.1,R,1h 22m
3474. The Last Kingdom: Seven Kings Must Die,tt15767808,6.9,2009,1h 57m
3475. Jailer,tt11663228,7.1,1h 42m,2h 48m
3476. Cobweb,tt9100018,5.9,R,1h 28m
3477. Cherry,tt9130508,6.6,2003,2h 22m
3478. Bug,tt0470705,6.1,1h 32m,1h 42m
3479. The Merchant of Venice,tt0379889,7.0,R,2h 11m
3480. Badhaai Ho,tt7725596,7.9,2010,2h 4m
3481. Prom Night,tt0926129,3.9,1h 53m,1h 28m
3482. The Professor,tt6865690,6.7,PG-13,1h 30m
3483. Mute,tt1464763,5.5,2020,2h 6m
3484. The Out-Laws,tt11274492,5.4,2h 18m,1h 35m
3485. Raising Helen,tt0350028,6.0,R,1h 59m
3486. Operation Mincemeat,tt1879016,6.6,2020,2h 8m
3487. Middle Men,tt1251757,6.8,1h 35m,1h 45m
3488. 22 July,tt7280898,6.8,R,2h 23m
3489. Kandahar,tt5761544,6.1,2003,1h 59m
3490. The Good the Bad the Weird,tt0901487,7.2,1h 37m,2h 10m
3491. Paan Singh Tomar,tt1620933,8.2,PG,2h 15m
3492. My Spy,tt8242084,6.4,2008,1h 39m
3493. Wrong Turn,tt9110170,5.6,2h 17m,1h 49m
3494. Super 30,tt7485048,7.9,R,2h 34m
3495. Housebound,tt3504048,6.7,2007,1h 47m
3496. The Aeronauts,tt6141246,6.6,1h 36m,1h 40m
3497. The New Guy,tt0241760,5.8,PG,1h 28m
3498. Shattered Glass,tt0323944,7.1,2018,1h 34m
3499. The School for Good and Evil,tt2935622,5.9,1h 56m,2h 27m
3500. Cold in July,tt1179031,6.7,R,1h 49m
3501. The Nutcracker and the Four Realms,tt5523010,5.6,2001,1h 39m
3502. Dumplin',tt4878482,6.5,2h 12m,1h 50m
3503. An American Crime,tt0802948,7.2,PG-13,1h 38m
3504. Diary of a Wimpy Kid: Rodrick Rules,tt1650043,6.6,2021,1h 39m
3505. The Forgotten Battle,tt10521092,7.1,1h 30m,2h 4m
3506. The Burial,tt5648882,7.1,R,2h 6m
3507. Shutter,tt0482599,5.2,2005,1h 25m
3508. Compliance,tt1971352,6.4,1h 30m,1h 30m
3509. Femme Fatale,tt0280665,6.2,PG-13,1h 54m
3510. The Discovery,tt5155780,6.2,2004,1h 42m
3511. Hop,tt1411704,5.4,1h 41m,1h 35m
3512. Ghost Stories,tt5516328,6.4,PG-13,1h 38m
3513. The Voyeurs,tt11235772,6.1,2022,1h 56m
3514. Meet the Blacks,tt4191580,4.8,1h 42m,1h 34m
3515. The Libertine,tt0375920,6.2,PG-13,1h 54m
3516. The Innkeepers,tt1594562,5.5,2007,1h 41m
3517. Padmaavat,tt5935704,7.1,1h 26m,2h 43m
3518. Snatched,tt2334871,4.7,R,1h 30m
3519. Nanny McPhee Returns,tt1415283,6.1,2017,1h 49m
3520. Memory,tt11827628,5.7,1h 49m,1h 54m
"3521. I Love You, Beth Cooper",tt1032815,5.3,R,1h 42m
3522. Julia's Eyes,tt1512685,6.7,2019,1h 58m
3523. Ip Man 4: The Finale,tt2076298,7.0,2h,1h 47m
3524. Hedwig and the Angry Inch,tt0248845,7.7,R,1h 35m
3525. The Banker,tt6285944,7.3,2007,2h
3526. The Devil Inside,tt1560985,4.2,1h 55m,1h 23m
3527. Interstate 60,tt0165832,7.5,PG-13,1h 56m
3528. After the Wedding,tt0457655,7.7,2003,2h
3529. Hit and Run,tt2097307,6.1,1h 57m,1h 40m
3530. The Swimmers,tt8745676,7.4,PG-13,2h 14m
3531. Tangerine,tt3824458,7.1,2002,1h 28m
3532. The Open House,tt7608028,3.3,1h 36m,1h 34m
3533. The Rookie,tt0265662,6.9,PG-13,2h 7m
3534. Bandidas,tt0416496,5.7,2009,1h 33m
3535. The Darkest Minds,tt4073790,5.7,1h 45m,1h 44m
3536. Me and You and Everyone We Know,tt0415978,7.2,R,1h 25m
3537. Article 15,tt10324144,8.1,2012,2h 10m
3538. The Butterfly Effect 2,tt0457297,4.5,1h 37m,1h 32m
3539. Defendor,tt1303828,6.7,R,1h 41m
3540. Last Holiday,tt0408985,6.6,2003,1h 52m
3541. Muppets Most Wanted,tt2281587,6.4,1h 38m,1h 47m
3542. Keith,tt0435679,7.3,R,1h 35m
3543. Winchester,tt1072748,5.5,2022,1h 39m
3544. Agent Cody Banks,tt0313911,5.1,2h 46m,1h 42m
3545. Beast,tt11301946,5.2,Not Rated,2h 35m
3546. Disobedience,tt6108178,6.6,2021,1h 54m
3547. Red Tails,tt0485985,5.9,1h 47m,2h 5m
3548. BloodRayne,tt0383222,3.0,R,1h 35m
3549. Things Heard & Seen,tt10962368,5.3,2009,2h 1m
3550. Thelma,tt6304046,6.9,1h 21m,1h 56m
3551. The Nightingale,tt4068576,7.3,R,2h 16m
3552. On the Rocks,tt9606374,6.4,2010,1h 36m
3553. Hunting Season,tt1668191,7.4,1h 43m,2h 20m
3554. This Must Be the Place,tt1440345,6.7,R,1h 58m
3555. Midnight Sun,tt4799066,6.6,2008,1h 31m
3556. Loving,tt4669986,7.0,1h 30m,2h 3m
3557. Between Two Ferns: The Movie,tt9398640,6.1,PG-13,1h 22m
3558. Parallel Mothers,tt12618926,7.1,2009,2h 3m
3559. 6 Souls,tt1179069,6.0,2h 3m,1h 52m
3560. The Last Legion,tt0462396,5.4,PG-13,1h 41m
3561. Exit Wounds,tt0242445,5.6,2003,1h 41m
3562. I Lost My Body,tt9806192,7.5,2h 1m,1h 21m
3563. Love at First Sight,tt2183014,6.8,R,1h 31m
3564. Nim's Island,tt0410377,6.0,2004,1h 36m
3565. The Strangers: Prey at Night,tt1285009,5.3,1h 39m,1h 25m
3566. Jersey Boys,tt1742044,6.8,R,2h 14m
3567. God's Own Country,tt5635086,7.6,2014,1h 44m
3568. The Angry Birds Movie 2,tt6095472,6.4,1h 49m,1h 37m
3569. The Grandmaster,tt1462900,6.6,PG-13,2h 10m
3570. P2,tt0804516,5.9,2011,1h 38m
3571. Mr. Woodcock,tt0419984,5.2,2h 4m,1h 27m
3572. Adore,tt2103267,6.2,PG,1h 52m
3573. The Messenger,tt0790712,7.1,2013,1h 53m
3574. The Wandering Earth,tt7605074,5.9,1h 29m,2h 5m
3575. Ponniyin Selvan: Part I,tt10701074,7.6,Not Rated,2h 47m
3576. Frequently Asked Questions About Time Travel,tt0910554,7.0,2002,1h 23m
3577. Cam,tt8361028,5.9,2h 18m,1h 34m
3578. Marshland,tt3253930,7.2,R,1h 45m
3579. Migration,tt6495056,6.6,2006,1h 23m
3580. The Christmas Chronicles: Part Two,tt11057644,6.0,1h 48m,1h 52m
3581. Bros,tt9731598,6.4,R,1h 55m
3582. Imagine Me & You,tt0421994,6.8,2012,1h 30m
3583. Persuasion,tt13456318,5.8,2h 14m,1h 48m
3584. Cyrus,tt1336617,6.3,R,1h 31m
3585. Munich: The Edge of War,tt7475578,6.8,2004,2h 10m
3586. 22 Bullets,tt1167638,6.6,1h 31m,1h 57m
3587. The Clovehitch Killer,tt6269368,6.5,PG-13,1h 49m
3588. The Illusionist,tt0775489,7.4,2011,1h 20m
3589. Find Me Guilty,tt0419749,7.0,1h 44m,2h 5m
3590. Bachchhan Paandey,tt10699086,5.0,PG-13,2h 27m
3591. The Invitation,tt12873562,5.3,2015,1h 45m
3592. The Class,tt1068646,7.5,1h 57m,2h 8m
3593. The Invisible,tt0435670,6.1,PG-13,1h 42m
3594. IO,tt3256226,4.8,2008,1h 36m
3595. The Fallout,tt11847410,7.0,1h 26m,1h 36m
3596. Undercover Brother,tt0279493,5.9,G,1h 26m
3597. The Homesman,tt2398231,6.6,2010,2h 2m
3598. Black,tt0375611,8.1,1h 40m,2h 2m
3599. Tanhaji: The Unsung Warrior,tt8108274,7.5,R,2h 15m
3600. Maria Full of Grace,tt0390221,7.4,2009,1h 41m
3601. Drumline,tt0303933,6.0,1h 46m,1h 58m
3602. Keeping Mum,tt0444653,6.8,R,1h 39m
3603. Straw Dogs,tt0999913,5.8,2012,1h 50m
3604. The Second Best Exotic Marigold Hotel,tt2555736,6.5,1h 35m,2h 2m
3605. Blood and Bone,tt0346631,6.7,R,1h 33m
3606. Pontypool,tt1226681,6.5,2023,1h 33m
3607. Admission,tt1814621,5.7,2h 24m,1h 47m
3608. The Tournament,tt0471041,6.0,R,1h 35m
3609. Step Up All In,tt2626350,5.9,2002,1h 52m
3610. Jolt,tt10228134,5.6,2h 11m,1h 31m
3611. Let Him Go,tt9340860,6.7,PG-13,1h 53m
3612. Red Rocket,tt13453006,7.1,2009,2h 10m
3613. Captain Corelli's Mandolin,tt0238112,5.9,1h 40m,2h 11m
3614. My Big Fat Greek Wedding 2,tt3760922,6.0,PG-13,1h 34m
3615. The Captive,tt2326612,5.9,2010,1h 52m
3616. The Marine,tt0419946,4.8,2h 24m,1h 32m
3617. Hollywoodland,tt0427969,6.5,Not Rated,2h 6m
3618. The Bad Batch,tt4334266,5.2,2002,1h 58m
3619. Boston Strangler,tt2560078,6.5,1h 37m,1h 52m
3620. The Tashkent Files,tt8108268,8.1,Not Rated,2h 14m
3621. Coming Soon,tt3698408,7.3,2018,2h 14m
3622. Escape Plan 2: Hades,tt6513656,3.9,1h 40m,1h 33m
3623. Survivor,tt3247714,5.6,R,1h 36m
3624. The Code,tt1112782,6.0,2005,1h 44m
3625. In the Fade,tt5723272,7.1,1h 25m,1h 46m
3626. Loveless,tt6304162,7.6,PG-13,2h 7m
3627. Angel-A,tt0473753,7.0,2019,1h 31m
3628. The Whistleblower,tt0896872,7.1,1h 54m,1h 52m
3629. Big Game,tt2088003,5.4,PG-13,1h 50m
3630. Sweet Girl,tt10731768,5.5,2014,1h 50m
3631. Dora and the Lost City of Gold,tt7547410,6.1,2h 14m,1h 42m
3632. The Way,tt1441912,7.3,R,2h 3m
3633. Prospect,tt7946422,6.3,2016,1h 40m
3634. The Killer Inside Me,tt0954947,6.1,1h 43m,1h 49m
3635. Shiva Baby,tt11317142,7.1,PG-13,1h 17m
3636. Magic Carpet Ride,tt0470883,7.4,2015,1h 46m
3637. Gretel & Hansel,tt9086228,5.5,2h 2m,1h 27m
3638. Adam,tt1185836,7.1,PG-13,1h 39m
3639. The 15:17 to Paris,tt6802308,5.3,2009,1h 34m
3640. The Silencing,tt7149730,6.3,1h 19m,1h 33m
3641. The Cooler,tt0318374,6.9,PG-13,1h 41m
3642. Alex Cross,tt1712170,5.2,2013,1h 41m
3643. Shortbus,tt0367027,6.4,1h 40m,1h 41m
3644. Igby Goes Down,tt0280760,6.8,R,1h 38m
3645. Bubble Boy,tt0258470,5.7,2018,1h 24m
3646. The Breath,tt1171701,8.0,1h 47m,2h 8m
3647. The Four Feathers,tt0240510,6.5,R,2h 12m
3648. The Company You Keep,tt1381404,6.4,2005,2h 5m
3649. The Woodsman,tt0361127,7.1,2h 9m,1h 27m
3650. Cursed,tt0257516,5.1,R,1h 37m
3651. Dark Water,tt0308379,6.7,2020,1h 41m
3652. Gunjan Saxena: The Kargil Girl,tt10350626,5.5,1h 58m,1h 52m
3653. Home Again,tt5719700,5.8,R,1h 37m
3654. The Brand New Testament,tt3792960,7.1,2019,1h 54m
3655. Cop Car,tt3813310,6.3,2h 5m,1h 28m
3656. Man of the Year,tt0483726,6.2,R,1h 55m
3657. Confidence,tt0310910,6.6,2023,1h 37m
3658. The Dry,tt5144174,6.8,1h 36m,1h 57m
3659. Fanaa,tt0439662,7.1,R,2h 48m
3660. Mesrine: Killer Instinct,tt1259014,7.5,2012,1h 53m
3661. Day Watch,tt0409904,6.4,1h 34m,2h 12m
3662. Tau,tt4357394,5.8,R,1h 37m
3663. Living,tt9051908,7.2,2022,1h 42m
3664. Barnyard,tt0414853,5.6,1h 57m,1h 30m
3665. 45 Years,tt3544082,7.1,R,1h 35m
3666. Unfinished Business,tt2358925,5.4,2020,1h 31m
3667. Che: Part Two,tt0374569,6.8,1h 49m,2h 15m
3668. Raanjhanaa,tt2359810,7.6,PG-13,2h 20m
3669. Border,tt5501104,7.0,2008,1h 50m
3670. Upstream Color,tt2084989,6.5,1h 26m,1h 36m
3671. Seraphim Falls,tt0479537,6.6,R,1h 55m
3672. Queen & Slim,tt8722346,7.1,2014,2h 12m
3673. The Magician,tt0827503,7.4,2h 5m,2h 2m
3674. All the Boys Love Mandy Lane,tt0490076,5.5,PG,1h 30m
3675. Now Is Good,tt1937264,7.0,2010,1h 43m
3676. I Came By,tt15083184,6.2,1h 41m,1h 50m
3677. Jodhaa Akbar,tt0449994,7.5,PG-13,3h 33m
3678. Are We There Yet?,tt0368578,4.8,2011,1h 35m
3679. Lou,tt5315210,6.1,1h 47m,1h 47m
3680. Wish Dragon,tt5562070,7.2,R,1h 38m
3681. Sleepless,tt2072233,5.6,2015,1h 35m
3682. Wake Up Sid,tt1324059,7.6,1h 40m,2h 18m
3683. The Tender Bar,tt3108894,6.7,R,1h 46m
3684. Deck the Halls,tt0790604,5.1,2005,1h 33m
3685. Tideland,tt0410764,6.3,1h 25m,2h
3686. The Air I Breathe,tt0485851,6.7,G,1h 35m
3687. Sleeping Beauty,tt1588398,5.3,2013,1h 41m
3688. Undisputed,tt0281322,6.1,1h 54m,1h 34m
3689. Chasing Mavericks,tt1629757,7.1,PG-13,1h 56m
3690. Borg vs. McEnroe,tt5727282,6.9,2012,1h 47m
3691. Dabangg,tt1620719,6.2,1h 50m,2h 6m
3692. Welcome to the Punch,tt1684233,6.1,R,1h 39m
3693. To All the Boys: Always and Forever,tt10676012,6.3,2017,1h 56m
3694. Creep 2,tt3654796,6.4,2h 10m,1h 18m
3695. The Final Cut,tt0364343,6.1,R,1h 35m
3696. Freddy,tt15145764,7.3,2015,2h 4m
3697. No Exit,tt7550014,6.1,1h 29m,1h 35m
3698. 8 Women,tt0283832,7.0,PG,1h 51m
3699. A Long Way Down,tt0458413,6.3,2017,1h 36m
3700. Asuran,tt9477520,8.4,1h 35m,2h 21m
3701. Bhool Bhulaiyaa,tt0995031,7.5,PG-13,2h 39m
3702. Piku,tt3767372,7.6,2014,2h 3m
3703. The Nines,tt0810988,6.2,1h 57m,1h 40m
3704. Obsessed,tt1198138,5.0,PG-13,1h 48m
3705. In the House,tt1964624,7.3,2016,1h 45m
3706. One Night in Miami...,tt10612922,7.1,1h 26m,1h 54m
3707. Anacondas: The Hunt for the Blood Orchid,tt0366174,4.7,R,1h 37m
3708. Calibre,tt6218358,6.8,2011,1h 41m
3709. In the Land of Blood and Honey,tt1714209,4.7,1h 43m,2h 7m
3710. Oliver Twist,tt0380599,6.8,R,2h 10m
3711. Tiger Zinda Hai,tt5956100,5.9,2023,2h 41m
3712. Redirected,tt2275946,6.4,2h 37m,1h 39m
3713. White Oleander,tt0283139,7.1,PG-13,1h 49m
3714. An Unfinished Life,tt0350261,7.0,2015,1h 48m
3715. A Street Cat Named Bob,tt3606888,7.3,2h 4m,1h 43m
3716. Feast,tt0426459,6.2,PG-13,1h 35m
3717. The Whole Truth,tt3503406,6.2,2014,1h 33m
3718. War,tt7430722,6.5,1h 49m,2h 31m
3719. We Have a Ghost,tt7798604,6.1,PG-13,2h 6m
3720. Stay Alive,tt0441796,5.0,2001,1h 25m
3721. Cry Macho,tt1924245,5.7,1h 54m,1h 44m
3722. Hatchet,tt0422401,5.7,PG-13,1h 33m
3723. 7500,tt6436726,6.3,2002,1h 33m
3724. Bhool Bhulaiyaa 2,tt6455162,5.7,1h 41m,2h 23m
3725. Fighting,tt1082601,5.6,PG-13,1h 45m
3726. Goal II: Living the Dream,tt0473360,5.8,2019,1h 55m
3727. Raazi,tt7098658,7.7,1h 39m,2h 18m
3728. One Missed Call,tt0479968,4.0,PG-13,1h 27m
3729. C.R.A.Z.Y.,tt0401085,7.8,2001,2h 9m
3730. Celeste & Jesse Forever,tt1405365,6.6,1h 30m,1h 32m
3731. Kangaroo Jack,tt0257568,4.5,R,1h 29m
3732. Julieta,tt4326444,7.1,2010,1h 39m
3733. Flypaper,tt1541160,6.3,1h 44m,1h 27m
3734. Sin Nombre,tt1127715,7.5,R,1h 36m
3735. Destination Wedding,tt6987770,6.0,2002,1h 27m
3736. Rogue,tt0479528,6.2,1h 32m,1h 39m
3737. The Greatest Game Ever Played,tt0388980,7.4,PG-13,2h
3738. The Edge of Heaven,tt0880502,7.7,2016,2h 2m
3739. A Bigger Splash,tt2056771,6.4,1h 26m,2h 5m
3740. The Immigrant,tt1951181,6.6,PG-13,2h
3741. Love Happens,tt0899106,5.7,2013,1h 49m
3742. Tyrannosaur,tt1204340,7.5,1h 47m,1h 32m
3743. The Two Faces of January,tt1976000,6.2,R,1h 36m
3744. Barbershop,tt0303714,6.3,2002,1h 42m
3745. If Only,tt0332136,7.0,1h 35m,1h 32m
3746. The Diary of a Teenage Girl,tt3172532,6.8,PG,1h 42m
3747. The Shipping News,tt0120824,6.7,2003,1h 51m
3748. Darkness Falls,tt0282209,5.0,1h 57m,1h 26m
"3749. Men, Women & Children",tt3179568,6.6,PG-13,1h 59m
3750. Shattered,tt0489664,6.6,2013,1h 35m
3751. Metal Lords,tt12141112,6.7,1h 36m,1h 37m
3752. Slumberland,tt13320662,6.7,PG-13,1h 57m
3753. Kill,tt28259207,7.6,2021,1h 45m
3754. The Titan,tt4986098,4.8,1h 52m,1h 37m
3755. Hardball,tt0180734,6.4,R,1h 46m
3756. Choke,tt1024715,6.4,2002,1h 32m
"3757. Game Over, Man!",tt3317234,5.5,1h 56m,1h 41m
3758. Aashiqui 2,tt2203308,7.1,PG-13,2h 12m
3759. Chaos Theory,tt0460745,6.6,2017,1h 27m
3760. I Spit on Your Grave 2,tt2537176,5.7,1h 37m,1h 46m
3761. Coriolanus,tt1372686,6.1,PG,2h 3m
3762. Department Q: The Keeper of Lost Causes,tt2438644,7.2,2006,1h 36m
3763. Danny Collins,tt1772288,7.0,1h 45m,1h 46m
3764. Strays,tt15153532,6.3,R,1h 33m
3765. Pathology,tt0964539,5.9,2004,1h 35m
3766. Leatherheads,tt0379865,6.0,1h 30m,1h 54m
3767. Belle,tt2404181,7.3,PG-13,1h 40m
3768. Strange Darling,tt22375054,7.1,2016,1h 37m
3769. Mean Creek,tt0377091,7.1,1h 41m,1h 30m
3770. A Taxi Driver,tt6878038,7.9,PG-13,2h 17m
3771. Crimea,tt6990206,3.5,2016,1h 39m
3772. Resident Evil: Degeneration,tt1174954,6.4,1h 21m,1h 38m
3773. Millennium Actress,tt0291350,7.8,PG-13,1h 27m
3774. Tamasha,tt3148502,7.4,2017,2h 19m
3775. The Three Stooges,tt0383010,5.1,2h,1h 32m
3776. Captain Underpants: The First Epic Movie,tt2091256,6.2,R,1h 29m
3777. Hysteria,tt1435513,6.7,2015,1h 40m
3778. Priceless,tt0482088,7.0,1h 58m,1h 46m
3779. Melinda and Melinda,tt0378947,6.4,R,1h 39m
3780. Blue Crush,tt0300532,5.7,2014,1h 44m
3781. Sharper,tt12573454,6.7,1h 41m,1h 56m
3782. Must Love Dogs,tt0417001,5.9,PG-13,1h 38m
3783. Weekend,tt1714210,7.6,2015,1h 37m
3784. Downton Abbey: A New Era,tt11703710,7.4,1h 35m,2h 4m
3785. Dragon Ball Super: Broly,tt7961060,7.7,R,1h 40m
3786. Blindspotting,tt7242142,7.4,2016,1h 35m
3787. I Kill Giants,tt4547194,6.1,1h 46m,1h 46m
3788. Spartan,tt0360009,6.5,PG-13,1h 46m
3789. Heist,tt3276924,6.1,2018,1h 33m
3790. The Football Factory,tt0385705,6.7,2h 8m,1h 31m
3791. Equals,tt3289728,6.0,PG-13,1h 41m
3792. Alan Partridge,tt0469021,6.9,2003,1h 30m
3793. Sleuth,tt0857265,6.3,1h 44m,1h 28m
3794. The Red Sea Diving Resort,tt4995776,6.6,PG-13,2h 9m
3795. Book Club,tt6857166,6.1,2017,1h 44m
3796. In a World...,tt2294677,6.6,1h 42m,1h 33m
3797. Dead End,tt0308152,6.5,R,1h 25m
3798. Asterix at the Olympic Games,tt0463872,5.2,2014,1h 56m
3799. Z for Zachariah,tt1598642,6.0,1h 58m,1h 38m
3800. Instructions Not Included,tt2378281,7.5,PG-13,2h 2m
3801. Minnal Murali,tt7268738,7.8,2010,2h 38m
3802. Son of Rambow,tt0845046,7.0,1h 55m,1h 36m
3803. The Lords of Salem,tt1731697,5.2,R,1h 41m
3804. Waves,tt8652728,7.5,2015,2h 15m
3805. Anything Else,tt0313792,6.3,2h 5m,1h 48m
3806. The End of the Tour,tt3416744,7.2,R,1h 46m
3807. Erased,tt1645155,6.0,2006,1h 40m
3808. Major,tt9851854,8.1,1h 31m,2h 30m
3809. The Lady in the Van,tt3722070,6.7,PG,1h 44m
3810. Delhi Belly,tt1934231,7.6,2021,1h 43m
3811. Boogeyman,tt0357507,4.2,2h 13m,1h 29m
3812. Rare Exports,tt1401143,6.6,R,1h 24m
3813. Hindi Medium,tt5764096,7.8,2017,2h 12m
3814. Sorority Row,tt1232783,5.2,1h 41m,1h 41m
3815. Cuties,tt9196192,3.6,PG-13,1h 36m
3816. The Vault,tt9742794,6.4,2016,1h 58m
3817. In the Land of Women,tt0419843,6.4,1h 44m,1h 37m
3818. The Legend Is Born: Ip Man,tt1641638,7.0,R,1h 40m
"3819. Argentina, 1985",tt15301048,7.6,2013,2h 20m
3820. City Island,tt1174730,7.3,2h 11m,1h 44m
3821. Bharat,tt7721800,4.7,PG-13,2h 30m
3822. Dev.D,tt1327035,7.9,2003,2h 24m
3823. Haseen Dillruba,tt11027830,6.9,1h 55m,2h 15m
3824. An Action Hero,tt15600222,7.0,PG-13,2h 10m
3825. Father Stu,tt14439896,6.5,2011,2h 4m
3826. The Human Stain,tt0308383,6.2,1h 41m,1h 46m
3827. What Men Want,tt7634968,5.4,PG,1h 57m
3828. Gringo,tt3721964,6.1,2008,1h 51m
3829. Udta Punjab,tt4434004,7.7,1h 32m,2h 28m
3830. Nobody Knows,tt0408664,8.0,R,2h 21m
3831. Boat Trip,tt0285462,4.9,2008,1h 34m
3832. Mortal World,tt7748244,7.6,1h 54m,1h 47m
3833. Miss Potter,tt0482546,7.0,R,1h 28m
3834. Envy,tt0326856,4.8,2021,1h 39m
3835. Them,tt0465203,6.4,2h 24m,1h 17m
3836. Joyeux Noel,tt0424205,7.6,PG-13,1h 56m
3837. Wicked Little Letters,tt20234774,7.0,2005,1h 40m
3838. The Edukators,tt0408777,7.4,1h 54m,2h 7m
3839. The Princess Switch,tt8954732,6.1,R,1h 41m
3840. Creep,tt0381966,5.6,2013,1h 25m
3841. Suck Me Shakespeer,tt2987732,6.9,1h 44m,1h 59m
3842. Destroyer,tt7137380,6.2,R,2h 1m
3843. The Perfect Man,tt0380623,5.5,2005,1h 40m
3844. Friends with Money,tt0436331,5.8,1h 59m,1h 28m
3845. Summer Wars,tt1474276,7.4,PG-13,1h 54m
3846. How I Live Now,tt1894476,6.4,2013,1h 41m
3847. Masaan,tt4635372,8.1,1h 51m,1h 49m
3848. Radhe Shyam,tt8960382,5.2,R,2h 18m
3849. The Wall,tt4218696,6.2,2002,1h 28m
3850. Death Note,tt0758742,7.5,1h 50m,2h 6m
3851. Shadow in the Cloud,tt9691136,5.0,PG-13,1h 23m
3852. Cypher,tt0284978,6.7,2023,1h 35m
3853. The Salton Sea,tt0235737,7.0,1h 41m,1h 43m
3854. The Machine,tt2317225,6.0,PG,1h 31m
3855. Winnie-the-Pooh: Blood and Honey,tt19623240,2.9,2016,1h 24m
3856. Mrs. Harris Goes to Paris,tt5151570,7.1,1h 36m,1h 55m
3857. Ong Bak 2,tt0785035,6.2,PG-13,1h 38m
3858. Goya's Ghosts,tt0455957,6.9,2006,1h 53m
3859. Spring,tt3395184,6.7,1h 25m,1h 49m
"3860. Tomorrow, When the War Began",tt1456941,6.1,PG,1h 44m
3861. Two Days in Paris,tt0841044,6.7,2015,1h 36m
3862. Paranoid Park,tt0842929,6.6,2h 39m,1h 25m
3863. In Your Eyes,tt2101569,6.9,Not Rated,1h 46m
3864. Jexi,tt9354944,6.1,2006,1h 24m
3865. Lake Mungo,tt0816556,6.3,1h 37m,1h 27m
3866. Armored,tt0913354,5.7,R,1h 28m
3867. Stretch,tt2494280,6.5,2006,1h 34m
3868. Tracks,tt2167266,7.1,1h 33m,1h 52m
3869. Last Seen Alive,tt10242388,5.7,PG-13,1h 35m
3870. Big Nothing,tt0488085,6.7,2014,1h 26m
3871. Wildlife,tt5929754,6.8,1h 55m,1h 45m
3872. Son of Batman,tt3139072,6.7,R,1h 14m
3873. Mr. Church,tt4196848,7.6,2008,1h 44m
3874. Harriet,tt4648786,6.7,1h 32m,2h 5m
3875. Confessions of a Teenage Drama Queen,tt0361467,4.7,R,1h 29m
3876. Palo Alto,tt2479800,6.2,2020,1h 40m
3877. Club Dread,tt0331953,5.7,1h 59m,1h 44m
3878. The Double,tt1646980,5.9,PG-13,1h 38m
3879. Tale of Tales,tt3278330,6.4,2014,2h 14m
3880. The Weekend Away,tt14817272,5.7,1h 44m,1h 29m
3881. One Cut of the Dead,tt7914416,7.6,R,1h 36m
3882. Tsotsi,tt0468565,7.2,2016,1h 34m
3883. Open Grave,tt2071550,6.2,1h 41m,1h 42m
3884. Superbabies: Baby Geniuses 2,tt0270846,1.5,PG,1h 28m
3885. 47 Meters Down: Uncaged,tt7329656,5.0,2023,1h 30m
3886. Badla,tt8130968,7.7,1h 45m,1h 58m
3887. Alone,tt7711170,6.2,PG-13,1h 38m
3888. Unknown,tt0450340,6.4,2009,1h 25m
3889. Nefarious,tt14537248,6.4,1h 35m,1h 37m
3890. I Killed My Mother,tt1424797,7.4,R,1h 36m
3891. Never Rarely Sometimes Always,tt7772582,7.4,2006,1h 41m
3892. The Current War,tt2140507,6.5,1h 46m,1h 42m
3893. Clouds of Sils Maria,tt2452254,6.7,PG-13,2h 4m
3894. The Tailor of Panama,tt0236784,6.1,2007,1h 49m
3895. Shehzada,tt13130948,4.5,1h 57m,2h 22m
3896. Bleed for This,tt1620935,6.8,PG,1h 57m
"3897. Don't Worry, He Won't Get Far on Foot",tt6288124,6.8,2015,1h 54m
3898. Wonder Wheel,tt5825380,6.2,1h 45m,1h 41m
3899. Bacurau,tt2762506,7.3,PG-13,2h 11m
3900. Playing for Keeps,tt1540128,5.7,2010,1h 45m
3901. Mesrine: Public Enemy No. 1,tt0411272,7.4,1h 54m,2h 13m
3902. Cult of Chucky,tt3280262,5.3,PG-13,1h 31m
3903. Table 19,tt1412528,5.8,2003,1h 27m
3904. One Night at McCool's,tt0203755,6.2,1h 56m,1h 33m
3905. Paranormal Activity: The Ghost Dimension,tt2473510,4.6,PG-13,1h 28m
"3906. Are You There God? It's Me, Margaret.",tt9185206,7.3,2013,1h 46m
3907. Micmacs,tt1149361,7.1,2h 10m,1h 45m
3908. Black Christmas,tt0454082,4.7,PG-13,1h 35m
3909. Relic,tt9072352,6.0,2022,1h 29m
3910. Yes Day,tt8521876,5.7,2h 5m,1h 26m
3911. The Wackness,tt1082886,6.9,PG-13,1h 39m
3912. Taxi 4,tt0804540,5.6,2014,1h 31m
3913. Risen,tt3231054,6.3,1h 35m,1h 47m
3914. Thalaivi,tt10152736,5.9,PG,2h 33m
3915. Mosul,tt9252468,7.1,2023,1h 41m
3916. Luck,tt7214954,6.4,1h 45m,1h 45m
3917. Pulse,tt0454919,4.7,PG-13,1h 30m
3918. Cell,tt0775440,4.4,2014,1h 38m
3919. Kaththi,tt3801314,8.1,1h 45m,2h 46m
3920. I Know Who Killed Me,tt0897361,3.6,PG-13,1h 45m
3921. Another Year,tt1431181,7.4,2014,2h 9m
3922. Highway,tt2980794,7.6,1h 38m,2h 13m
3923. Ruby & Quentin,tt0310203,7.1,PG,1h 25m
