Title,ID,Rating,Release Year,Duration
1511. Just Like Heaven,tt0425123,6.7,R,1h 35m
1512. Talk to Her,tt0287467,7.9,2018,1h 52m
1513. The Manchurian Candidate,tt0368008,6.6,2h 14m,2h 9m
1514. Trance,tt1924429,6.9,PG-13,1h 41m
1515. A Scanner Darkly,tt0405296,7.0,2014,1h 40m
1516. Pompeii,tt1921064,5.5,1h 37m,1h 45m
1517. Zathura: A Space Adventure,tt0406375,6.3,R,1h 41m
1518. Little Children,tt0404203,7.5,2009,2h 17m
1519. My Name Is Khan,tt1188996,7.9,2h 18m,2h 45m
1520. Bend It Like Beckham,tt0286499,6.7,PG-13,1h 52m
1521. Demolition,tt1172049,7.0,2011,1h 41m
1522. Cloudy with a Chance of Meatballs 2,tt1985966,6.3,2h 5m,1h 35m
1523. Safe Haven,tt1702439,6.7,R,1h 55m
1524. Filth,tt1450321,7.0,2016,1h 37m
1525. Hannibal Rising,tt0367959,6.1,1h 37m,2h 1m
1526. Bride Wars,tt0901476,5.5,PG,1h 29m
1527. Guillermo del Toro's Pinocchio,tt1488589,7.6,2013,1h 57m
1528. Precious,tt0929632,7.3,2h 1m,1h 50m
1529. The Mexican,tt0236493,6.1,R,2h 3m
1530. The Boat That Rocked,tt1131729,7.3,2016,1h 57m
1531. The Death of Stalin,tt4686844,7.3,1h 28m,1h 47m
1532. Van Wilder,tt0283111,6.4,R,1h 32m
1533. House of Flying Daggers,tt0385004,7.5,2016,1h 59m
1534. Couples Retreat,tt1078940,5.5,2h 14m,1h 53m
1535. The Queen,tt0436697,7.3,R,1h 43m
1536. The Wave,tt1063669,7.6,2015,1h 47m
1537. Red Riding Hood,tt1486185,5.4,1h 59m,1h 40m
1538. Push,tt0465580,6.1,R,1h 51m
1539. The Man Who Wasn't There,tt0243133,7.5,2017,1h 56m
1540. Run All Night,tt2199571,6.6,2h 20m,1h 54m
1541. Tenacious D in the Pick of Destiny,tt0365830,6.8,PG-13,1h 34m
1542. Primer,tt0390384,6.7,2005,1h 17m
1543. Patriots Day,tt4572514,7.3,1h 17m,2h 13m
1544. Stoker,tt1682180,6.7,PG,1h 39m
1545. Fright Night,tt1438176,6.4,2006,1h 46m
1546. Fall,tt15325794,6.4,1h 44m,1h 47m
1547. Mirrors,tt0790686,6.1,PG-13,1h 50m
1548. Power Rangers,tt3717490,5.9,2010,2h 4m
1549. Across the Universe,tt0445922,7.3,1h 56m,2h 13m
1550. The Cloverfield Paradox,tt2548396,5.5,PG-13,1h 42m
1551. The Lucky One,tt1327194,6.4,2005,1h 41m
1552. Portrait of a Lady on Fire,tt8613070,8.1,1h 59m,2h 2m
1553. Turbo,tt1860353,6.4,PG-13,1h 36m
1554. Dogtooth,tt1379182,7.1,2008,1h 37m
1555. Movie 43,tt1333125,4.4,1h 51m,1h 34m
1556. Transformers: Rise of the Beasts,tt5090568,6.0,R,2h 7m
1557. Behind Enemy Lines,tt0159273,6.4,2007,1h 46m
1558. Cocaine Bear,tt14209916,5.9,2h 3m,1h 35m
1559. Super Troopers,tt0247745,7.0,R,1h 40m
1560. Meet the Robinsons,tt0396555,6.8,2019,1h 35m
1561. Fifty Shades Darker,tt4465564,4.6,2h 2m,1h 58m
1562. Journey 2: The Mysterious Island,tt1397514,5.7,TV-MA,1h 34m
1563. Home,tt2224026,6.5,2012,1h 34m
1564. The Iron Lady,tt1007029,6.4,2h 7m,1h 45m
1565. Paycheck,tt0338337,6.3,PG-13,1h 59m
1566. Legion,tt1038686,5.3,2009,1h 40m
1567. Before the Devil Knows You're Dead,tt0292963,7.3,2h 10m,1h 57m
1568. Malignant,tt3811906,6.2,PG-13,1h 51m
1569. Angel Has Fallen,tt6189022,6.4,2016,2h 1m
1570. Hostage,tt0340163,6.5,1h 36m,1h 53m
1571. Shanghai Knights,tt0300471,6.2,PG-13,1h 54m
1572. Gran Turismo,tt4495098,7.1,2019,2h 14m
1573. The Brothers Grimsby,tt3381008,6.2,2h 2m,1h 23m
1574. The Switch,tt0889573,6.1,PG-13,1h 41m
1575. Faster,tt1433108,6.4,2017,1h 38m
1576. Frost/Nixon,tt0870111,7.6,1h 54m,2h 2m
1577. The Purge: Election Year,tt4094724,6.0,PG-13,1h 48m
1578. The Wolfman,tt0780653,5.8,2003,1h 43m
1579. You're Next,tt1853739,6.6,1h 47m,1h 35m
1580. The Three Musketeers,tt1509767,5.7,PG-13,1h 50m
1581. Brahmastra Part One: Shiva,tt6277462,5.6,2010,2h 47m
1582. A Cure for Wellness,tt4731136,6.4,1h 35m,2h 26m
1583. Mamma Mia! Here We Go Again,tt6911608,6.6,PG,1h 54m
1584. That's My Boy,tt1232200,5.6,2001,1h 56m
1585. Rambo: Last Blood,tt1206885,6.1,2h 7m,1h 29m
1586. The Babysitter,tt4225622,6.4,PG-13,1h 25m
1587. Elite Squad,tt0861739,8.0,2006,1h 55m
1588. Saw 3D,tt1477076,5.5,1h 31m,1h 30m
1589. Inherent Vice,tt1791528,6.6,PG,2h 28m
1590. Attack the Block,tt1478964,6.7,2013,1h 28m
1591. Ip Man 2,tt1386932,7.5,1h 49m,1h 48m
1592. Meet the Spartans,tt1073498,2.8,R,1h 27m
1593. ParaNorman,tt1623288,7.0,2002,1h 32m
1594. Rescue Dawn,tt0462504,7.3,1h 52m,2h 5m
1595. Get the Gringo,tt1567609,6.9,R,1h 36m
1596. United 93,tt0475276,7.6,2007,1h 51m
1597. Dinner for Schmucks,tt0427152,5.9,1h 40m,1h 54m
1598. Leap Year,tt1216492,6.4,R,1h 40m
1599. August Rush,tt0426931,7.4,2016,1h 54m
1600. Capernaum,tt8267604,8.4,1h 50m,2h 6m
1601. Hitman's Wife's Bodyguard,tt8385148,6.1,PG-13,1h 40m
1602. Dark Waters,tt9071322,7.6,2007,2h 6m
1603. Poseidon,tt0409182,5.7,1h 44m,1h 38m
1604. Ghost Ship,tt0288477,5.6,PG-13,1h 31m
1605. The Interpreter,tt0373926,6.4,2001,2h 8m
1606. Repo Men,tt1053424,6.3,1h 30m,1h 51m
1607. Paranormal Activity 2,tt1536044,5.7,R,1h 31m
1608. The Last Witch Hunter,tt1618442,5.9,2011,1h 46m
1609. Brick,tt0393109,7.1,1h 47m,1h 50m
1610. Walking Tall,tt0351977,6.3,PG,1h 26m
1611. Brightburn,tt7752126,6.1,2012,1h 30m
1612. Epic,tt0848537,6.6,1h 35m,1h 42m
1613. A Silent Voice: The Movie,tt5323662,8.1,R,2h 10m
1614. The Diving Bell and the Butterfly,tt0401383,8.0,2001,1h 52m
1615. Take Shelter,tt1675192,7.3,2h 11m,2h
1616. The Mountain II,tt5813916,8.2,R,2h 15m
1617. Martyrs,tt1029234,7.0,2011,1h 39m
1618. Cheaper by the Dozen,tt0349205,5.9,1h 54m,1h 38m
1619. The Forbidden Kingdom,tt0865556,6.5,PG-13,1h 44m
1620. Epic Movie,tt0799949,2.4,2007,1h 26m
1621. The Peanut Butter Falcon,tt4364194,7.6,1h 54m,1h 37m
1622. Only Lovers Left Alive,tt1714915,7.2,R,2h 3m
1623. The Guest,tt2980592,6.7,2002,1h 40m
1624. The Ladykillers,tt0335245,6.2,2h 4m,1h 44m
1625. Colombiana,tt1657507,6.4,R,1h 48m
1626. A Nightmare on Elm Street,tt1179056,5.2,2019,1h 35m
1627. St. Vincent,tt2170593,7.2,1h 34m,1h 42m
1628. Vacancy,tt0452702,6.2,TV-MA,1h 25m
1629. The Legend of Zorro,tt0386140,6.0,2018,2h 9m
1630. The Good Shepherd,tt0343737,6.7,2h 15m,2h 47m
1631. Where the Wild Things Are,tt0386117,6.7,R,1h 41m
1632. A Dangerous Method,tt1571222,6.4,2020,1h 39m
1633. Hustlers,tt5503686,6.3,2h 31m,1h 50m
1634. Overlord,tt4530422,6.6,PG-13,1h 50m
1635. Paper Towns,tt3622592,6.2,2019,1h 49m
1636. Unleashed,tt0342258,7.0,2h 8m,1h 43m
1637. Alpha Dog,tt0426883,6.9,PG,2h 2m
1638. The Core,tt0298814,5.5,2015,2h 15m
1639. Volver,tt0441909,7.6,2h 6m,2h 1m
1640. Trick 'r Treat,tt0862856,6.7,PG-13,1h 22m
1641. Letters to Juliet,tt0892318,6.5,2013,1h 45m
1642. The Rum Diary,tt0376136,6.1,1h 59m,1h 59m
1643. Music and Lyrics,tt0758766,6.5,R,1h 44m
1644. The Losers,tt0480255,6.2,2004,1h 37m
1645. The Secret World of Arrietty,tt1568921,7.6,1h 20m,1h 34m
1646. Headhunters,tt1614989,7.5,R,1h 40m
1647. Eat Pray Love,tt0879870,5.8,2016,2h 13m
1648. Open Season,tt0400717,6.1,1h 46m,1h 26m
1649. Waiting...,tt0348333,6.7,PG,1h 34m
1650. Anna Karenina,tt1781769,6.6,2010,2h 9m
1651. That Awkward Moment,tt1800246,6.1,1h 46m,1h 34m
1652. Knock Knock,tt3605418,4.9,PG-13,1h 39m
1653. Dan in Real Life,tt0480242,6.8,2019,1h 38m
1654. The Angry Birds Movie,tt1985949,6.3,2h 3m,1h 37m
1655. Never Back Down,tt1023111,6.5,PG-13,1h 53m
1656. Broken Flowers,tt0412019,7.1,2012,1h 46m
1657. Money Monster,tt2241351,6.5,2h 20m,1h 38m
1658. Mr. Popper's Penguins,tt1396218,6.0,R,1h 34m
1659. The Devil's Rejects,tt0395584,6.7,2002,1h 47m
1660. Beautiful Boy,tt1226837,7.4,1h 40m,2h
1661. Violent Night,tt12003946,6.7,R,1h 52m
1662. Wall Street: Money Never Sleeps,tt1027718,6.2,2020,2h 13m
1663. 30 Minutes or Less,tt1622547,6.0,1h 37m,1h 23m
1664. Five Nights at Freddy's,tt4589218,5.4,PG-13,1h 49m
1665. Amour,tt1602620,7.9,2010,2h 7m
1666. Ali,tt0248667,6.7,1h 47m,2h 37m
1667. The Highwaymen,tt1860242,6.9,PG-13,2h 12m
"1668. Extremely Wicked, Shockingly Evil and Vile",tt2481498,6.7,2006,1h 50m
1669. Runaway Jury,tt0313542,7.1,2h 34m,2h 7m
1670. The Counselor,tt2193215,5.4,PG-13,1h 57m
1671. Cellular,tt0337921,6.5,2004,1h 34m
1672. Enola Holmes 2,tt14641788,6.8,2h 11m,2h 9m
1673. Collateral Beauty,tt4682786,6.8,PG-13,1h 37m
1674. It Comes at Night,tt4695012,6.1,2012,1h 31m
1675. Aftersun,tt19770238,7.6,1h 50m,1h 42m
1676. Ruby Sparks,tt1839492,7.2,R,1h 44m
1677. Andhadhun,tt8108198,8.2,2013,2h 19m
1678. The Neon Demon,tt1974419,6.1,1h 43m,1h 57m
1679. Gangs of Wasseypur,tt1954470,8.2,R,5h 21m
1680. Penguins of Madagascar,tt1911658,6.6,2004,1h 32m
1681. Kantara,tt15327088,8.2,1h 55m,2h 28m
1682. The Worst Person in the World,tt10370710,7.7,PG-13,2h 8m
1683. Late Night with the Devil,tt14966898,7.0,2002,1h 33m
1684. Extremely Loud & Incredibly Close,tt0477302,6.9,1h 21m,2h 9m
1685. The SpongeBob SquarePants Movie,tt0345950,7.2,R,1h 27m
1686. Widows,tt4218572,6.8,2012,2h 9m
1687. Funny Games,tt0808279,6.5,1h 31m,1h 51m
1688. The Motorcycle Diaries,tt0318462,7.7,PG,2h 6m
1689. Lady in the Water,tt0452637,5.5,2008,1h 50m
1690. Your Highness,tt1240982,5.5,2h,1h 42m
1691. Sahara,tt0318649,6.1,PG-13,2h 4m
1692. Year One,tt1045778,4.9,2019,1h 37m
1693. Ambulance,tt4998632,6.1,1h 40m,2h 16m
1694. Self/less,tt2140379,6.5,G,1h 57m
1695. The Hot Chick,tt0302640,5.6,2001,1h 44m
1696. Renfield,tt11358390,6.4,2h 16m,1h 33m
1697. Revolver,tt0365686,6.3,R,1h 51m
1698. Jobs,tt2357129,6.0,2003,2h 8m
1699. Shot Caller,tt4633690,7.3,2h 1m,2h 1m
1700. Eurovision Song Contest: The Story of Fire Saga,tt8580274,6.5,R,2h 3m
1701. Philomena,tt2431286,7.6,2012,1h 38m
1702. The Spiderwick Chronicles,tt0416236,6.5,2h 12m,1h 36m
1703. 42,tt0453562,7.5,PG-13,2h 8m
1704. Blue Beetle,tt9362930,5.9,2022,2h 7m
1705. Running Scared,tt0404390,7.3,2h 10m,2h 2m
1706. Drive Angry,tt1502404,5.4,R,1h 44m
1707. The Boy,tt3882082,6.0,2017,1h 37m
1708. Hardcore Henry,tt3072482,6.7,1h 47m,1h 36m
1709. Dead Silence,tt0455760,6.1,R,1h 29m
1710. Rio 2,tt2357291,6.3,2002,1h 41m
1711. Moonfall,tt5834426,5.1,1h 57m,2h 10m
1712. The Rite,tt1161864,6.0,R,1h 54m
1713. Splice,tt1017460,5.8,2007,1h 44m
1714. A Prophet,tt1235166,7.8,2h 7m,2h 35m
1715. Conan the Barbarian,tt0816462,5.2,PG-13,1h 53m
1716. The DUFF,tt1666801,6.4,2021,1h 41m
1717. The American,tt1440728,6.3,2h 28m,1h 45m
1718. Holes,tt0311289,7.0,R,1h 57m
1719. Resident Evil: The Final Chapter,tt2592614,5.5,2010,1h 47m
1720. The Five-Year Engagement,tt1195478,6.2,2h 20m,2h 4m
1721. The Wind Rises,tt2013293,7.8,PG-13,2h 6m
1722. Chicken Little,tt0371606,5.7,2010,1h 21m
1723. A Good Year,tt0401445,6.9,1h 42m,1h 57m
1724. Sing Street,tt3544112,7.9,PG-13,1h 46m
1725. Intolerable Cruelty,tt0138524,6.3,2015,1h 40m
1726. I'm Thinking of Ending Things,tt7939766,6.5,2h 11m,2h 14m
1727. American Fiction,tt23561236,7.5,PG-13,1h 57m
1728. Hellboy,tt2274648,5.3,2019,2h
1729. Detachment,tt1683526,7.7,2h 9m,1h 38m
1730. The Last House on the Left,tt0844708,6.5,PG-13,1h 53m
1731. Bedtime Stories,tt0960731,6.0,2015,1h 39m
1732. The Pacifier,tt0395699,5.6,2h 1m,1h 35m
1733. Eddie the Eagle,tt1083452,7.3,PG-13,1h 46m
1734. The Ring Two,tt0377109,5.4,2003,1h 50m
1735. K.G.F: Chapter 1,tt7838252,8.2,1h 56m,2h 34m
1736. Halloween Kills,tt10665338,5.5,PG-13,1h 45m
1737. The Circle,tt4287320,5.4,2016,1h 50m
1738. Land of the Dead,tt0418819,6.2,2h 3m,1h 33m
1739. Jawan,tt15354916,6.9,PG-13,2h 49m
"1740. Good Night, and Good Luck.",tt0433383,7.4,2012,1h 33m
1741. Animal,tt13751694,6.1,1h 53m,3h 24m
1742. Teenage Mutant Ninja Turtles: Out of the Shadows,tt3949660,5.9,PG-13,1h 52m
1743. Secretary,tt0274812,6.9,2022,1h 47m
1744. Concussion,tt3322364,7.1,2h 5m,2h 3m
1745. 365 Days,tt10886166,3.3,PG-13,1h 54m
1746. Persepolis,tt0808417,8.0,2004,1h 36m
1747. Lockout,tt1592525,6.0,1h 48m,1h 35m
1748. The International,tt0963178,6.5,PG-13,1h 58m
1749. Bajrangi Bhaijaan,tt3863552,8.1,2008,2h 43m
1750. The Game Plan,tt0492956,6.4,1h 48m,1h 50m
1751. I Am Mother,tt6292852,6.7,PG-13,1h 53m
1752. Finch,tt3420504,6.9,2005,1h 55m
1753. Polar,tt4139588,6.3,1h 33m,1h 58m
1754. Another Earth,tt1549572,6.9,R,1h 32m
1755. Minari,tt10633456,7.4,2003,1h 55m
1756. Paranormal Activity 3,tt1778304,5.8,2h 18m,1h 23m
1757. The Lost City of Z,tt1212428,6.6,PG-13,2h 21m
1758. Run,tt8633478,6.7,2007,1h 30m
1759. Paprika,tt0851578,7.7,1h 32m,1h 30m
1760. Underwater,tt5774060,5.9,PG,1h 35m
1761. Big Eyes,tt1126590,7.0,2001,1h 46m
1762. Thirteen,tt0328538,6.8,2h 11m,1h 40m
1763. Hit Man,tt20215968,6.8,R,1h 55m
1764. The Best Exotic Marigold Hotel,tt1412386,7.2,2015,2h 4m
1765. Unfaithful,tt0250797,6.7,1h 45m,2h 4m
1766. Spenser Confidential,tt8629748,6.2,R,1h 51m
1767. I Love You Phillip Morris,tt1045772,6.6,2014,1h 38m
1768. Aquaman and the Lost Kingdom,tt9663764,5.6,1h 40m,2h 4m
1769. Richard Jewell,tt3513548,7.5,R,2h 11m
1770. Pet Sematary,tt0837563,5.7,2014,1h 40m
1771. Elektra,tt0357277,4.7,1h 46m,1h 37m
1772. Edge of Darkness,tt1226273,6.6,PG-13,1h 57m
1773. Reign Over Me,tt0490204,7.4,2009,2h 4m
1774. Swades,tt0367110,8.2,1h 27m,3h 9m
"1775. Synecdoche, New York",tt0383028,7.5,PG,2h 4m
1776. Flipped,tt0817177,7.7,2001,1h 30m
1777. Anna,tt7456310,6.6,2h 4m,1h 58m
1778. It's Complicated,tt1230414,6.5,R,2h
1779. The Guardian,tt0406816,6.9,2004,2h 19m
1780. Nymphomaniac: Vol. II,tt2382009,6.6,1h 41m,2h 4m
1781. The Great Beauty,tt2358891,7.7,R,2h 21m
1782. My Sister's Keeper,tt1078588,7.3,2012,1h 49m
1783. Project Power,tt7550000,6.0,1h 50m,1h 53m
1784. Eden Lake,tt1020530,6.7,R,1h 31m
1785. Season of the Witch,tt0479997,5.4,2009,1h 35m
1786. Paddington 2,tt4468740,7.8,1h 40m,1h 43m
1787. The Girl Who Played with Fire,tt1216487,7.1,PG,2h 9m
1788. Fear Street: Part One - 1994,tt6566576,6.2,2003,1h 47m
1789. Fractured,tt4332232,6.5,2h 27m,1h 39m
1790. Tár,tt14444726,7.4,R,2h 38m
1791. Elephant,tt0363589,7.1,2021,1h 21m
1792. Babylon A.D.,tt0364970,5.5,1h 37m,1h 30m
1793. 3 Days to Kill,tt2172934,6.2,PG-13,1h 57m
1794. Reptile,tt13274016,6.8,2012,2h 14m
1795. Jackass Presents: Bad Grandpa,tt3063516,6.5,2h 30m,1h 32m
1796. Monsters,tt1470827,6.3,PG-13,1h 34m
1797. The Smurfs,tt0472181,5.4,2012,1h 43m
1798. Hostiles,tt5478478,7.2,1h 49m,2h 14m
1799. Drishyam,tt4430212,8.2,R,2h 43m
1800. xXx: Return of Xander Cage,tt1293847,5.2,2021,1h 47m
1801. West Side Story,tt3581652,7.1,2h 14m,2h 36m
1802. Piranha 3D,tt0464154,5.5,PG-13,1h 28m
1803. War,tt0499556,6.2,2001,1h 43m
1804. Maid in Manhattan,tt0252076,5.4,1h 48m,1h 45m
1805. The Muppets,tt1204342,7.1,R,1h 43m
1806. Hostel: Part II,tt0498353,5.5,2011,1h 34m
1807. Along Came a Spider,tt0164334,6.4,1h 46m,1h 44m
1808. Amsterdam,tt10304142,6.1,PG-13,2h 14m
1809. Hitman: Agent 47,tt2679042,5.7,2003,1h 36m
1810. Submarine,tt1440292,7.3,1h 30m,1h 37m
1811. Midway,tt6924650,6.7,R,2h 18m
1812. Alvin and the Chipmunks,tt0952640,5.3,2015,1h 32m
1813. Goosebumps,tt1051904,6.3,2h,1h 43m
1814. Creed III,tt11145118,6.7,R,1h 56m
1815. Dreamcatcher,tt0285531,5.5,2021,2h 14m
1816. The Guard,tt1540133,7.3,1h 42m,1h 36m
1817. The Heartbreak Kid,tt0408839,5.8,PG,1h 56m
1818. The Grinch,tt2709692,6.4,2019,1h 25m
1819. Killers,tt1103153,5.5,1h 58m,1h 40m
1820. Taking Lives,tt0364045,6.2,PG,1h 43m
1821. Suspiria,tt1034415,6.7,2016,2h 32m
1822. News of the World,tt6878306,6.8,1h 58m,1h 58m
1823. American Ultra,tt3316948,6.1,Not Rated,1h 36m
1824. The One,tt0267804,5.9,2011,1h 27m
1825. Ali G Indahouse,tt0284837,6.2,1h 57m,1h 27m
1826. The Experiment,tt0250258,7.7,PG-13,2h
1827. Iron Sky,tt1034314,5.9,2007,1h 33m
1828. The Painted Veil,tt0446755,7.4,1h 47m,2h 5m
1829. Mary Poppins Returns,tt5028340,6.7,R,2h 10m
1830. Crawl,tt8364368,6.1,2004,1h 27m
1831. Mike and Dave Need Wedding Dates,tt2823054,6.0,1h 32m,1h 38m
1832. Frida,tt0120679,7.3,PG-13,2h 3m
1833. Frances Ha,tt2347569,7.4,2020,1h 26m
1834. Sadak 2,tt7886848,1.2,1h 56m,2h 13m
1835. The Kissing Booth,tt3799232,5.9,R,1h 45m
1836. The House That Jack Built,tt4003440,6.8,2022,2h 32m
1837. August: Osage County,tt1322269,7.2,1h 56m,2h 1m
1838. The Room,tt0368226,3.6,PG-13,1h 39m
1839. Sky High,tt0405325,6.3,2008,1h 40m
1840. Selma,tt1020072,7.5,1h 36m,2h 8m
1841. Here Comes the Boom,tt1648179,6.4,PG-13,1h 45m
1842. Hereafter,tt1212419,6.5,2011,2h 9m
1843. Thir13en Ghosts,tt0245674,5.6,1h 53m,1h 31m
1844. Gosford Park,tt0280707,7.2,PG-13,2h 17m
1845. Around the World in 80 Days,tt0327437,5.9,2010,2h
1846. Unthinkable,tt0914863,7.0,1h 57m,1h 37m
1847. Garfield: The Movie,tt0356634,5.1,PG-13,1h 20m
1848. Jigsaw,tt3348730,5.7,2009,1h 32m
1849. Mechanic: Resurrection,tt3522806,5.7,1h 34m,1h 38m
1850. Operation Fortune: Ruse de Guerre,tt7985704,6.3,PG,1h 54m
1851. Nacho Libre,tt0457510,5.9,2023,1h 32m
1852. The Box,tt0362478,5.6,2h 43m,1h 55m
1853. House of 1000 Corpses,tt0251736,6.0,PG-13,1h 29m
1854. A Cinderella Story,tt0356470,5.9,2011,1h 35m
1855. I Spit on Your Grave,tt1242432,6.2,1h 44m,1h 48m
1856. Ghosts of Girlfriends Past,tt0821640,5.8,R,1h 40m
1857. Sweet November,tt0230838,6.7,2020,1h 59m
1858. Belfast,tt12789558,7.2,1h 49m,1h 38m
1859. How to Be Single,tt1292566,6.1,R,1h 50m
1860. Nick and Norah's Infinite Playlist,tt0981227,6.6,2005,1h 30m
1861. Good Luck Chuck,tt0452625,5.6,2h 16m,1h 36m
1862. Crazy Heart,tt1263670,7.2,PG-13,1h 52m
1863. The Iron Claw,tt21064584,7.6,2008,2h 12m
1864. Biutiful,tt1164999,7.4,2h 3m,2h 28m
1865. Disaster Movie,tt1213644,1.9,PG-13,1h 27m
1866. My Father and My Son,tt0476735,8.2,2001,1h 52m
1867. Beginners,tt1532503,7.2,1h 37m,1h 45m
1868. Monster's Ball,tt0285742,7.0,R,1h 51m
1869. A Monster Calls,tt3416532,7.4,2006,1h 48m
1870. Pig,tt11003218,6.9,2h 27m,1h 32m
1871. 65,tt12261776,5.4,R,1h 33m
1872. The BFG,tt3691740,6.3,2014,1h 57m
1873. No Escape,tt1781922,6.7,2h 18m,1h 43m
1874. Hot Rod,tt0787475,6.7,PG-13,1h 28m
1875. Burlesque,tt1126591,6.4,2016,1h 59m
1876. Trolls,tt1679335,6.4,1h 54m,1h 32m
1877. Be Kind Rewind,tt0799934,6.4,R,1h 42m
1878. Case 39,tt0795351,6.2,2012,1h 49m
1879. The X Files: I Want to Believe,tt0443701,5.9,1h 58m,1h 44m
1880. Minions: The Rise of Gru,tt5113044,6.5,PG-13,1h 27m
1881. 12 Strong,tt1413492,6.5,2019,2h 10m
1882. American Assassin,tt1961175,6.2,1h 49m,1h 51m
1883. The Pink Panther,tt0383216,5.7,R,1h 33m
1884. Surf's Up,tt0423294,6.7,2022,1h 25m
1885. Jane Eyre,tt1229822,7.3,1h 54m,2h
1886. We Own the Night,tt0498399,6.8,R,1h 57m
1887. Sonic the Hedgehog 2,tt12412888,6.5,2008,2h 2m
1888. Last Christmas,tt8623904,6.5,2h 21m,1h 43m
1889. The New Mutants,tt4682266,5.3,R,1h 34m
1890. Frailty,tt0264616,7.2,2008,1h 40m
1891. Mona Lisa Smile,tt0304415,6.6,1h 54m,1h 57m
1892. Going in Style,tt2568862,6.6,R,1h 36m
1893. Snitch,tt0882977,6.4,2015,1h 52m
1894. Mandy,tt6998518,6.5,1h 31m,2h 1m
1895. The Last Song,tt1294226,6.0,PG,1h 47m
1896. Judas and the Black Messiah,tt9784798,7.4,2006,2h 6m
1897. The Bling Ring,tt2132285,5.6,1h 28m,1h 30m
1898. Pushpa: The Rise - Part 1,tt9389998,7.6,R,2h 59m
1899. Day Shift,tt13314558,6.1,2012,1h 53m
1900. Righteous Kill,tt1034331,6.0,1h 55m,1h 41m
1901. Eye in the Sky,tt2057392,7.3,PG-13,1h 42m
1902. Stuck in Love.,tt2205697,7.2,2012,1h 37m
1903. Half Nelson,tt0468489,7.1,1h 24m,1h 46m
1904. Confessions of a Dangerous Mind,tt0270288,7.0,PG-13,1h 53m
1905. Sex Drive,tt1135985,6.5,2023,1h 49m
1906. Short Term 12,tt2370248,7.9,3h 26m,1h 36m
1907. Blitz,tt1297919,6.1,R,1h 37m
1908. All the Money in the World,tt5294550,6.8,2007,2h 12m
1909. Skyline,tt1564585,4.5,1h 40m,1h 32m
1910. Sing 2,tt6467266,7.3,R,1h 50m
1911. Harry Brown,tt1289406,7.2,2011,1h 43m
1912. Mirror Mirror,tt1667353,5.6,1h 57m,1h 46m
1913. Step Up 2: The Streets,tt1023481,6.2,R,1h 38m
1914. Death Note,tt1241317,4.5,2009,1h 41m
1915. Cashback,tt0460740,7.1,1h 30m,1h 42m
1916. Army of Thieves,tt13024674,6.4,PG,2h 7m
1917. Raw,tt4954522,6.9,2016,1h 39m
1918. Jack and Jill,tt0810913,3.3,2h 7m,1h 31m
1919. The House Bunny,tt0852713,5.5,PG,1h 37m
1920. The Squid and the Whale,tt0367089,7.3,2010,1h 21m
1921. Goon,tt1456635,6.8,2h 4m,1h 32m
1922. The Princess Diaries 2: Royal Engagement,tt0368933,5.8,PG-13,1h 53m
1923. La Vie En Rose,tt0450188,7.5,2022,2h 20m
1924. Beautiful Creatures,tt1559547,6.1,2h 17m,2h 4m
1925. The Pope's Exorcist,tt13375076,6.1,R,1h 43m
1926. To Rome with Love,tt1859650,6.3,2019,1h 52m
1927. Shaolin Soccer,tt0286112,7.3,2h 3m,1h 27m
1928. Our Idiot Brother,tt1637706,6.4,PG-13,1h 30m
1929. The New World,tt0402399,6.7,2011,2h 15m
1930. Tetris,tt12758060,7.4,2h 3m,1h 58m
1931. Cop Out,tt1385867,5.5,PG-13,1h 47m
1932. Annabelle Comes Home,tt8350360,5.9,2020,1h 46m
1933. This Is Where I Leave You,tt1371150,6.6,2h 4m,1h 43m
1934. Paterson,tt5247022,7.3,R,1h 58m
1935. Slither,tt0439815,6.5,2008,1h 35m
1936. Kate & Leopold,tt0035423,6.4,2h 4m,1h 58m
1937. The Midnight Sky,tt10539608,5.7,R,1h 58m
1938. The Longest Ride,tt2726560,7.0,2015,2h 3m
1939. Haywire,tt1506999,5.8,2h 4m,1h 33m
1940. A Beautiful Day in the Neighborhood,tt3224458,7.2,R,1h 49m
1941. Munna Bhai M.B.B.S.,tt0374887,8.1,2007,2h 36m
1942. The Human Centipede (First Sequence),tt1467304,4.4,1h 37m,1h 32m
1943. New Year's Eve,tt1598822,5.6,PG-13,1h 58m
1944. Analyze That,tt0289848,5.9,2008,1h 36m
1945. Sorry to Bother You,tt5688932,6.9,2h 1m,1h 52m
1946. My Week with Marilyn,tt1655420,6.9,PG-13,1h 39m
1947. Hide and Seek,tt0382077,5.9,2015,1h 41m
1948. Enter the Void,tt1191111,7.2,2h,2h 41m
1949. The Tuxedo,tt0290095,5.4,R,1h 38m
1950. Office Christmas Party,tt1711525,5.9,2015,1h 45m
1951. Dope,tt3850214,7.2,1h 54m,1h 43m
1952. Farha,tt11555492,8.0,PG-13,1h 32m
1953. Grandma's Boy,tt0456554,6.9,2007,1h 34m
1954. Hotel Transylvania 3: Summer Vacation,tt5220122,6.3,1h 45m,1h 37m
1955. Spanglish,tt0371246,6.4,PG-13,2h 11m
1956. The Cat in the Hat,tt0312528,4.1,2017,1h 22m
1957. Fighting with My Family,tt6513120,7.0,1h 44m,1h 48m
